Measurement label:,Left,
-8.262817383,-3.769760742,0.86699707
-8.440048828,-4.521796875,1.623823242
-9.000483398,-4.847519531,1.930385742
-9.283095703,-5.350473633,1.508862305
-8.703500977,-5.192402344,1.456171875
-8.325087891,-5.422324219,1.681303711
-7.927514648,-5.326523438,1.772314453
-8.353828125,-5.254672852,1.647773438
-8.243657227,-4.991220703,1.494492188
-8.248447266,-5.906118164,1.954335938
-8.679550781,-6.021079102,1.331630859
-7.798183594,-5.872587891,1.010698242
-7.71675293,-5.853427734,1.216669922
-7.707172852,-5.810317383,1.441801758
-6.610253906,-8.875942383,-3.951782227
-10.49018555,-4.095483398,-0.067060547
-9.599238281,-4.986430664,1.029858398
-11.92719727,0.182021484,3.956572266
-7.788603516,-5.800737305,4.129013672
-5.800737305,-6.241420898,2.069296875
-6.878496094,-4.80440918,0.570014648
-10.09740234,-4.196074219,-4.095483398
-7.376660156,-5.475014648,0.234711914
-7.620952148,-5.637875977,0.771196289
-7.937094727,-6.006708984,1.087338867
-7.391030273,-5.810317383,0.905317383
-7.913144531,-5.254672852,0.603544922
-7.414980469,-6.825805664,0.780776367
-6.782695313,-6.983876953,0.536484375
-7.017407227,-6.155200195,1.528022461
-6.308481445,-6.476132813,1.700463867
-6.854545898,-6.806645508,2.069296875
-7.711962891,-6.749165039,1.954335938
-7.654482422,-6.710844727,1.753154297
-7.443720703,-6.121669922,1.499282227
-6.835385742,-6.006708984,1.341210938
-6.519243164,-6.365961914,1.408271484
-6.715634766,-7.185058594,2.078876953
-6.811435547,-7.170688477,1.619033203
-6.672524414,-7.113208008,1.609453125
-6.308481445,-6.648574219,0.881367188
-6.476132813,-7.094047852,0.862207031
-7.429350586,-8.02331543,0.97237793
-7.534731445,-9.125024414,2.581831055
-6.69168457,-8.363408203,2.069296875
-6.193520508,-7.314389648,1.17355957
-6.404282227,-7.711962891,0.383203125
-5.795947266,-7.592211914,0.565224609
-5.853427734,-7.290439453,-0.038320313
-6.025869141,-7.726333008,0.474213867
-6.092929688,-8.080795898,0.613125
-6.164780273,-7.836503906,0.335302734
-5.968388672,-8.243657227,0.340092773
-5.134921875,-7.961044922,0.651445313
-4.761298828,-7.956254883,0.881367188
-5.829477539,-8.076005859,2.409389648
-5.781577148,-7.893984375,1.096918945
-5.398374023,-8.138276367,1.163979492
-5.67140625,-7.352709961,0.914897461
-4.972060547,-7.515571289,0.502954102
-5.230722656,-7.644902344,0.383203125
-5.431904297,-7.932304688,1.231040039
-5.503754883,-7.592211914,1.547182617
-5.182822266,-7.640112305,1.619033203
-5.475014648,-8.047265625,1.690883789
-5.810317383,-8.052055664,1.63340332
-6.064189453,-8.200546875,1.250200195
-6.035449219,-8.076005859,0.886157227
-6.461762695,-8.099956055,0.910107422
-6.428232422,-8.358618164,1.149609375
-6.859335938,-7.975415039,1.106499023
-6.447392578,-8.253237305,1.092128906
-4.770878906,-8.526269531,1.096918945
-4.54574707,-8.147856445,0.51253418
-5.139711914,-8.066425781,0.684975586
-4.890629883,-8.195756836,0.637075195
-5.067861328,-7.573051758,0.732875977
-5.815107422,-6.442602539,1.475332031
-5.134921875,-8.420888672,0.718505859
-4.986430664,-7.668852539,0.493374023
-4.905,-7.3575,1.077758789
-6.150410156,-7.434140625,0.929267578
-6.466552734,-7.965834961,1.116079102
-6.270161133,-7.932304688,1.053808594
-5.254672852,-7.659272461,0.857416992
-5.580395508,-7.505991211,1.02027832
-5.657036133,-7.20421875,1.010698242
-6.442602539,-7.060517578,0.862207031
-6.605463867,-7.644902344,1.460961914
-6.816225586,-7.141948242,1.274150391
-7.529941406,-7.529941406,1.259780273
-7.228168945,-7.424560547,1.240620117
-7.242539063,-7.175478516,1.393901367
-7.491621094,-6.99824707,1.623823242
-6.624624023,-7.0509375,1.820214844
-6.423442383,-6.720424805,1.614243164
-6.715634766,-6.485712891,1.681303711
-6.935976563,-6.715634766,1.705253906
-6.84496582,-6.562353516,1.930385742
-7.783813477,-6.662944336,2.509980469
-7.630532227,-5.915698242,3.137475586
-6.811435547,-6.073769531,3.841611328
-8.689130859,-7.237749023,1.748364258
-7.81734375,-5.910908203,3.281176758
-7.946674805,-7.592211914,2.236948242
-9.886640625,-8.171806641,2.069296875
-8.842412109,-6.059399414,2.270478516
-7.223378906,-5.642666016,1.437011719
-7.448510742,-3.549418945,2.380649414
-7.295229492,-2.50519043,2.562670898
-6.322851563,0.502954102,2.121987305
-7.180268555,-0.421523438,3.506308594
-6.935976563,-4.378095703,1.729204102
-8.032895508,-1.733994141,2.016606445
-7.855664063,-2.208208008,1.896855469
-8.286767578,-1.609453125,4.560117188
-8.909472656,-1.537602539,1.331630859
-8.545429688,-1.178349609,1.5328125
-9.225615234,-2.155517578,1.676513672
-10.24589355,-1.791474609,1.264570313
-9.057963867,-0.962797852,0.780776367
-7.898774414,-2.7590625,0.416733398
-8.195756836,-1.542392578,1.710043945
-9.091494141,-3.070415039,2.519560547
-8.966953125,-3.103945313,2.385439453
-9.081914063,-2.514770508,2.519560547
-9.412426758,-2.29921875,2.55309082
-9.695039063,-1.896855469,1.987866211
-9.599238281,-2.203417969,2.792592773
-9.283095703,-2.385439453,3.563789063
-9.455537109,-2.136357422,3.386557617
-10.43270508,-0.833466797,1.896855469
-10.35606445,-1.197509766,2.150727539
-9.527387695,-2.763852539,2.998564453
-9.077124023,-2.653681641,3.381767578
-7.683222656,-2.91234375,4.430786133
-7.731123047,-3.67875,5.163662109
-7.592211914,-3.645219727,5.192402344
-7.620952148,-3.62605957,4.962480469
-7.280859375,-3.276386719,4.919370117
-7.630532227,-3.851191406,5.585185547
-7.352709961,-3.77934082,5.398374023
-6.672524414,-4.402045898,5.039121094
-6.715634766,-4.162543945,4.833149414
-9.259145508,-1.911225586,6.112089844
-9.642348633,-5.139711914,6.768325195
-6.706054688,-2.950664063,4.330195313
-7.381450195,-3.242856445,4.785249023
-7.889194336,-4.325405273,4.75171875
-7.597001953,-4.229604492,4.320615234
-7.414980469,-3.544628906,4.061953125
-7.232958984,-3.702700195,3.808081055
-7.15152832,-3.966152344,4.320615234
-7.405400391,-4.057163086,4.339775391
-6.054609375,-3.970942383,4.85230957
-7.477250977,-5.11097168,4.061953125
-7.965834961,-3.798500977,4.301455078
-8.607700195,-3.951782227,4.828359375
-8.186176758,-4.148173828,4.435576172
-7.937094727,-4.042792969,3.324287109
-8.310717773,-4.320615234,4.976850586
-7.76465332,-4.320615234,4.181704102
-7.630532227,-4.756508789,4.521796875
-7.376660156,-5.067861328,4.526586914
-7.084467773,-5.278623047,4.402045898
-7.10362793,-5.225932617,4.866679688
-7.213798828,-5.599555664,5.302573242
-7.405400391,-6.471342773,6.136040039
-7.218588867,-6.648574219,6.801855469
-6.476132813,-6.480922852,6.145620117
-7.529941406,-5.815107422,5.628295898
-5.537285156,-5.048701172,4.684658203
-6.346801758,-5.360053711,5.403164063
-5.906118164,-5.254672852,5.676196289
-5.498964844,-5.149291992,5.743256836
-5.063071289,-5.144501953,6.03065918
-4.248764648,-4.890629883,6.418652344
-4.780458984,-5.613925781,7.194638672
-4.555327148,-5.154082031,6.979086914
-3.918251953,-4.708608398,6.811435547
-3.73144043,-4.421206055,6.931186523
-3.329077148,-4.066743164,6.322851563
-3.717070313,-4.23918457,6.49050293
-3.688330078,-3.879931641,6.404282227
-4.009262695,-3.913461914,6.773115234
-4.071533203,-4.34456543,7.319179688
-4.540957031,-4.617597656,7.15152832
-1.087338867,-5.00559082,8.262817383
-2.203417969,-4.397255859,8.37777832
-2.366279297,-5.97796875,7.735913086
-2.730322266,-4.746928711,7.630532227
-3.075205078,-4.469106445,6.979086914
-3.77934082,-4.152963867,6.916816406
-4.196074219,-3.017724609,7.314389648
-4.425996094,-4.382885742,12.09005859
-4.473896484,-2.342329102,5.134921875
-4.181704102,-2.7590625,7.529941406
-4.224814453,-3.309916992,8.056845703
-3.808081055,-3.803291016,7.553891602
-4.742138672,-4.95769043,6.533613281
-4.205654297,-2.91234375,6.308481445
-4.512216797,-3.673959961,6.025869141
-3.913461914,-2.720742188,7.3575
-4.08590332,-3.276386719,7.76465332
-3.764970703,-2.236948242,7.055727539
-4.19128418,-2.390229492,8.056845703
-3.597319336,-2.241738281,8.162226563
-4.272714844,-2.897973633,8.109536133
-4.430786133,-3.764970703,9.158554688
-3.923041992,-2.974614258,8.099956055
-3.103945313,-2.993774414,7.161108398
-2.988984375,-2.869233398,7.812553711
-2.888393555,-3.103945313,9.742939453
-2.577041016,-2.466870117,9.642348633
-2.270478516,-2.529140625,9.287885742
-2.433339844,-2.955454102,8.358618164
-4.124223633,-6.346801758,8.109536133
-3.458408203,-3.769760742,8.598120117
-2.476450195,-3.846401367,8.454418945
-2.7590625,-4.296665039,8.674760742
-1.092128906,-4.425996094,8.895102539
-3.57815918,-4.636757813,6.964716797
-2.577041016,-3.994892578,6.495292969
-2.874023438,-2.792592773,7.228168945
-2.955454102,-3.803291016,8.262817383
-2.960244141,-4.315825195,8.732241211
-2.581831055,-4.435576172,8.114326172
-2.543510742,-4.617597656,7.994575195
-2.668051758,-4.435576172,7.654482422
-2.988984375,-3.88472168,7.539521484
-3.108735352,-3.041674805,7.620952148
-3.065625,-3.506308594,8.181386719
-2.696791992,-4.181704102,8.574169922
-2.423759766,-4.675078125,8.449628906
-2.280058594,-4.564907227,8.43046875
-2.466870117,-4.435576172,8.353828125
-2.816542969,-3.923041992,9.383686523
-1.829794922,-4.5984375,8.104746094
-1.111289063,-4.938530273,8.78972168
-0.387993164,-5.31215332,8.052055664
-1.470541992,-4.780458984,7.352709961
-1.12565918,-4.334985352,7.45809082
-1.120869141,-4.306245117,7.405400391
-1.968706055,-4.234394531,7.850874023
-1.456171875,-4.449946289,8.210126953
-1.705253906,-4.358935547,8.444838867
-1.604663086,-4.44515625,8.602910156
-1.662143555,-4.263134766,8.866362305
-2.974614258,-4.732558594,10.02555176
-1.580712891,-3.975732422,8.411308594
-0.742456055,-4.39246582,7.76465332
0.483793945,-3.980522461,6.562353516
-0.229921875,-3.851191406,8.272397461
-0.143701172,-3.491938477,8.569379883
-0.158071289,-2.490820313,6.849755859
1.039438477,-0.028740234,10.03513184
5.407954102,5.297783203,10.38480469
-5.666616211,-2.232158203,4.109853516
-0.483793945,-4.425996094,11.96072754
-4.560117188,-5.154082031,6.907236328
-1.724414063,-5.982758789,8.056845703
-2.054926758,-5.379213867,8.478369141
-2.874023438,-4.900209961,8.904682617
-2.979404297,-4.076323242,8.387358398
-2.854863281,-3.937412109,8.344248047
-2.663261719,-3.841611328,8.497529297
-2.481240234,-3.812871094,7.414980469
-2.998564453,-4.090693359,7.438930664
-2.778222656,-4.373305664,7.395820313
-2.984194336,-3.923041992,6.878496094
-2.165097656,-4.34456543,6.107299805
-1.93996582,-5.676196289,6.806645508
1.355581055,-5.575605469,3.338657227
-1.101708984,-3.400927734,7.300019531
-0.110170898,-4.967270508,7.108417969
-0.900527344,-4.770878906,2.878813477
-1.408271484,-6.121669922,8.746611328
-1.599873047,-5.676196289,8.732241211
-1.456171875,-4.85230957,7.980205078
-1.537602539,-4.181704102,7.362290039
-1.283730469,-4.996010742,8.109536133
-1.360371094,-4.981640625,8.593330078
-1.187929688,-4.794829102,8.48315918
-1.5328125,-5.431904297,7.429350586
-1.508862305,-4.301455078,6.706054688
-1.331630859,-4.617597656,7.419770508
-1.729204102,-5.05828125,7.76465332
-1.628613281,-5.331313477,8.02331543
-1.757944336,-5.134921875,8.468789063
-2.04534668,-4.152963867,8.631650391
-1.733994141,-3.903881836,8.114326172
-2.016606445,-3.812871094,8.507109375
-2.481240234,-5.077441406,7.400610352
-2.327958984,-5.010380859,8.167016602
-2.730322266,-4.885839844,8.468789063
-2.91234375,-4.430786133,9.077124023
-2.174677734,-5.077441406,8.478369141
-1.829794922,-5.106181641,7.026987305
-2.347119141,-4.622387695,6.4378125
-1.489702148,-7.228168945,9.484277344
-2.232158203,-5.714516602,8.190966797
-2.150727539,-5.647456055,8.847202148
-2.078876953,-5.024750977,8.598120117
-2.457290039,-3.956572266,8.229287109
-2.81175293,-2.366279297,5.61871582
-2.102827148,-5.642666016,6.84496582
-2.739902344,-5.154082031,8.258027344
-2.486030273,-4.933740234,8.119116211
-3.051254883,-6.404282227,8.032895508
-1.959125977,-6.236630859,7.61137207
-1.858535156,-5.623505859,6.706054688
-2.361489258,-5.537285156,6.528823242
-2.624941406,-5.786367188,6.53840332
-2.687211914,-6.021079102,6.715634766
-2.490820313,-6.667734375,7.079677734
-2.050136719,-6.725214844,8.085585938
-1.978286133,-6.380332031,9.580078125
-1.959125977,-5.680986328,10.13093262
-1.925595703,-4.531376953,9.766889648
-2.169887695,-3.736230469,8.947792969
-2.356699219,-3.693120117,7.726333008
-1.968706055,-4.004472656,7.462880859
-2.265688477,-3.750600586,7.697592773
-2.1459375,-4.167333984,8.516689453
-2.308798828,-4.114643555,8.775351563
-2.404599609,-3.276386719,7.740703125
-1.571132813,-5.546865234,11.64458496
-2.404599609,-5.795947266,10.49976563
-1.848955078,-5.676196289,11.63021484
-3.290756836,-7.074887695,10.56203613
-3.185375977,-5.029541016,10.76800781
-2.342329102,-7.170688477,9.35015625
-3.788920898,-2.423759766,7.060517578
-3.257226563,-6.739584961,8.018525391
-2.668051758,-1.710043945,4.057163086
-2.91234375,-4.718188477,3.721860352
-2.596201172,-5.010380859,5.259462891
-4.004472656,1.868115234,8.521479492
-2.174677734,-3.554208984,4.761298828
-2.327958984,-0.086220703,5.738466797
-1.609453125,-1.202299805,12.54990234
-1.671723633,0.852626953,8.665180664
-3.650009766,-1.168769531,-10.45665527
0.771196289,-8.966953125,3.396137695
1.580712891,-5.848637695,19.51461914
0.675395508,-2.91234375,-0.86699707
-1.293310547,-2.323168945,4.13859375
-2.121987305,-1.5328125,4.469106445
-0.167651367,-2.160307617,5.695356445
-0.110170898,-2.289638672,8.463999023
-0.095800781,-2.342329102,6.892866211
-0.728085938,-1.460961914,7.117998047
-1.130449219,-0.680185547,8.349038086
-1.757944336,-0.455053711,7.640112305
-5.494174805,1.906435547,8.48315918
-0.661025391,-0.541274414,12.53074219
-2.725532227,0.689765625,10.27942383
-1.484912109,-0.890947266,8.871152344
-1.719624023,-1.551972656,8.938212891
-1.159189453,-1.930385742,9.307045898
-1.37953125,-3.046464844,11.06499023
-2.663261719,-4.08590332,12.85646484
-9.29746582,2.988984375,8.416098633
-8.880732422,10.02555176,4.713398438
-5.316943359,-2.304008789,16.34840332
1.312470703,-3.16621582,6.753955078
-1.48012207,-3.918251953,8.555009766
-3.032094727,-5.475014648,11.77870605
-3.228486328,-6.188730469,13.61808105
-3.664379883,-3.27159668,10.08782227
-2.423759766,-2.050136719,9.484277344
0.876577148,-2.054926758,6.595883789
-1.978286133,-0.66581543,10.6434668
-2.217788086,0.833466797,9.259145508
-0.910107422,0.450263672,8.195756836
0.258662109,0.416733398,7.702382813
0.550854492,-0.158071289,7.352709961
1.178349609,-4.742138672,8.717871094
-0.344882813,-6.150410156,11.37155273
-1.144819336,-4.34456543,10.80153809
-0.838256836,-2.385439453,9.129814453
-0.014370117,-1.508862305,8.143066406
0.632285156,-1.298100586,7.898774414
1.259780273,-0.51253418,7.15152832
1.015488281,-0.431103516,7.592211914
1.963916016,-7.189848633,10.57640625
-0.852626953,-4.014052734,10.12614258
-2.457290039,-2.236948242,11.57752441
-0.804726563,-3.47277832,10.9260791
-0.249082031,-2.275268555,7.711962891
1.413061523,-1.935175781,7.573051758
0.795146484,-0.699345703,7.429350586
-0.25387207,-0.287402344,7.41019043
0.56043457,-1.781894531,7.793393555
0.589174805,-2.308798828,8.459208984
0.574804688,-3.961362305,9.273515625
1.049018555,-4.986430664,9.55612793
1.025068359,-4.167333984,9.206455078
0.613125,-3.094365234,8.545429688
0.704135742,-3.075205078,8.104746094
1.695673828,-4.124223633,9.062753906
2.586621094,-4.713398438,8.152646484
2.236948242,-4.713398438,8.617280273
1.446591797,-4.258344727,9.187294922
0.953217773,-3.654799805,9.196875
0.809516602,-2.802172852,9.192084961
1.733994141,-3.041674805,8.78972168
2.078876953,-3.300336914,8.851992188
1.211879883,-2.81175293,9.057963867
1.111289063,-2.486030273,8.48315918
0.775986328,-2.050136719,8.435258789
1.513652344,-3.448828125,8.258027344
1.192719727,-2.792592773,7.750283203
1.48012207,-3.367397461,7.529941406
0.895737305,-3.079995117,7.822133789
0.958007813,-3.032094727,7.367080078
1.465751953,-2.7590625,7.448510742
0.670605469,-2.030976563,8.128696289
0.967587891,-2.222578125,8.760981445
1.240620117,-2.907553711,8.674760742
1.044228516,-3.554208984,8.564589844
1.293310547,-3.650009766,8.540639648
1.796264648,-3.970942383,8.267607422
2.088457031,-4.358935547,7.961044922
2.236948242,-4.531376953,7.893984375
3.046464844,-4.440366211,7.937094727
3.726650391,-4.914580078,7.745493164
3.946992188,-5.192402344,7.323969727
3.400927734,-4.905,6.782695313
2.217788086,-5.024750977,7.515571289
0.622705078,-4.473896484,8.214916992
0.684975586,-5.374423828,7.745493164
-1.690883789,-4.512216797,9.517807617
-4.334985352,-0.464633789,14.4946582
-2.141147461,-1.293310547,6.753955078
-3.587739258,-0.440683594,5.992338867
-0.469423828,-6.298901367,5.882167969
2.160307617,-6.049819336,6.471342773
1.590292969,-17.71356445,21.20071289
-4.124223633,-7.486831055,3.73144043
-3.300336914,-7.199428711,11.51525391
-3.338657227,-6.739584961,11.64458496
-3.611689453,-5.676196289,10.48060547
-0.876577148,-5.776787109,7.448510742
-0.383203125,-4.061953125,6.964716797
2.150727539,-9.723779297,6.547983398
-5.451064453,-1.868115234,12.25770996
-6.787485352,1.5328125,10.55245605
-2.19862793,0.689765625,8.545429688
-1.231040039,1.331630859,8.58375
-1.705253906,3.204536133,8.238867188
-1.015488281,4.105063477,6.634204102
-0.455053711,3.875141602,6.068979492
-0.067060547,3.453618164,6.28453125
0.067060547,3.060834961,7.094047852
0.177231445,3.242856445,6.59109375
-0.095800781,3.803291016,6.734794922
-0.579594727,5.422324219,5.954018555
-0.608334961,6.38512207,5.043911133
-0.574804688,6.730004883,4.924160156
-0.694555664,6.677314453,4.928950195
-0.708925781,6.586303711,4.617597656
-1.484912109,6.001918945,5.297783203
-2.409389648,6.524033203,6.126459961
-3.094365234,8.119116211,7.51078125
-2.342329102,9.666298828,3.056044922
-3.084785156,7.51078125,6.270161133
-2.212998047,7.688012695,7.127578125
-3.017724609,9.460327148,5.537285156
-3.57815918,8.411308594,6.753955078
-3.587739258,7.697592773,6.725214844
-3.453618164,8.229287109,6.59109375
-2.854863281,9.508227539,6.519243164
-2.600991211,10.07824219,6.964716797
-2.150727539,11.30449219,6.533613281
-2.615361328,10.74884766,7.376660156
-2.648891602,9.896220703,7.266489258
-2.471660156,8.866362305,7.376660156
-2.466870117,8.861572266,6.816225586
-2.653681641,8.186176758,7.434140625
-2.265688477,8.138276367,7.094047852
-1.959125977,8.899892578,6.777905273
-1.029858398,9.014853516,6.179150391
-1.48012207,8.253237305,5.431904297
-3.142265625,7.515571289,7.247329102
-3.276386719,7.81734375,6.667734375
-3.812871094,5.872587891,7.007827148
-3.592529297,4.718188477,6.892866211
-3.913461914,4.018842773,6.868916016
-3.554208984,4.732558594,6.322851563
-3.506308594,5.331313477,6.236630859
-4.296665039,3.946992188,7.046147461
-4.737348633,2.96503418,6.959926758
-3.673959961,1.499282227,6.806645508
-4.033212891,2.4525,7.161108398
-4.986430664,3.640429688,7.745493164
-4.80440918,5.05828125,7.098837891
-5.384003906,3.999682617,7.175478516
-5.178032227,3.036884766,7.314389648
-5.508544922,2.29921875,7.486831055
-5.551655273,2.007026367,7.328759766
-6.102509766,2.792592773,7.644902344
-6.830595703,3.659589844,7.122788086
-7.022197266,4.253554688,7.438930664
-7.20421875,3.611689453,7.477250977
-6.495292969,2.313588867,7.314389648
-6.083349609,1.609453125,7.491621094
-5.676196289,1.211879883,7.630532227
-5.843847656,1.599873047,7.731123047
-5.566025391,1.781894531,7.505991211
-5.168452148,1.484912109,7.462880859
-5.154082031,1.43222168,7.376660156
-5.130131836,1.619033203,7.161108398
-5.302573242,1.68609375,7.199428711
-5.657036133,1.68609375,7.141948242
-6.07855957,1.666933594,7.362290039
-5.997128906,1.619033203,7.467670898
-6.040239258,2.011816406,7.429350586
-6.198310547,2.232158203,7.41019043
-6.102509766,2.289638672,7.252119141
-6.136040039,1.93996582,7.132368164
-5.896538086,1.906435547,7.017407227
-5.997128906,1.815424805,6.868916016
-6.112089844,1.662143555,6.773115234
-6.227050781,1.791474609,6.825805664
-6.528823242,2.131567383,6.744375
-6.969506836,2.39980957,6.672524414
-7.252119141,3.3721875,6.907236328
-7.347919922,4.703818359,6.902446289
-7.328759766,4.603227539,6.816225586
-7.424560547,3.056044922,6.701264648
-7.587421875,2.835703125,6.892866211
-7.223378906,2.869233398,7.45809082
-8.018525391,1.269360352,6.495292969
-7.395820313,1.068178711,6.892866211
-8.751401367,2.696791992,6.782695313
-11.48651367,1.427431641,7.141948242
-4.794829102,7.127578125,4.100273438
-8.593330078,-5.896538086,6.49050293
-6.59109375,-4.478686523,7.367080078
-6.557563477,-2.692001953,6.753955078
-4.85230957,1.183139648,-1.408271484
-2.615361328,0.210761719,5.72409668
-2.380649414,-1.039438477,6.126459961
