Measurement label:,Left,
Configuration date:,2018. 8. 2. 오후 1:54:00,
Delay before start logging:,0 min,
Frequency:,100 Hz,
Accelerometer FS:,16G,
Gyroscope FS:,4000dps,
Accelerometer x,Accelerometer y,Accelerometer z
-0.229921875,0.483793945,9.819580078
-0.229921875,0.502954102,9.733359375
-0.167651367,0.450263672,9.680668945
-0.158071289,0.479003906,9.857900391
-0.239501953,0.483793945,9.977651367
-0.229921875,0.541274414,9.901010742
-0.239501953,0.526904297,9.848320313
-0.292192383,0.550854492,9.81
-0.229921875,0.464633789,9.891430664
-0.158071289,0.397573242,9.790839844
-0.191601563,0.368833008,9.551337891
-0.234711914,0.526904297,9.992021484
-0.239501953,0.608334961,9.833950195
-0.268242188,0.507744141,9.814790039
-0.191601563,0.354462891,9.786049805
-0.268242188,0.531694336,9.790839844
-0.20597168,0.579594727,9.824370117
-0.201181641,0.522114258,9.781259766
-0.182021484,0.455053711,9.833950195
-0.20597168,0.445473633,9.843530273
-0.225131836,0.479003906,9.920170898
-0.25387207,0.450263672,9.829160156
-0.186811523,0.45984375,9.762099609
-0.229921875,0.488583984,9.934541016
-0.220341797,0.426313477,9.848320313
-0.167651367,0.483793945,9.877060547
-0.215551758,0.450263672,9.891430664
-0.273032227,0.431103516,9.819580078
-0.258662109,0.45984375,9.843530273
-0.263452148,0.479003906,9.843530273
-0.210761719,0.45984375,9.838740234
-0.210761719,0.479003906,9.824370117
-0.20597168,0.455053711,9.877060547
-0.234711914,0.464633789,9.881850586
-0.201181641,0.517324219,9.833950195
-0.234711914,0.493374023,9.795629883
-0.225131836,0.464633789,9.819580078
-0.234711914,0.502954102,9.920170898
-0.210761719,0.469423828,9.848320313
-0.273032227,0.479003906,9.901010742
-0.244291992,0.474213867,9.805209961
-0.186811523,0.464633789,9.742939453
-0.196391602,0.469423828,9.829160156
-0.244291992,0.435893555,9.829160156
-0.229921875,0.483793945,9.857900391
-0.234711914,0.541274414,9.795629883
-0.239501953,0.502954102,9.881850586
-0.258662109,0.488583984,9.838740234
-0.196391602,0.469423828,9.824370117
-0.234711914,0.450263672,9.786049805
-0.210761719,0.526904297,9.718989258
-0.239501953,0.51253418,9.977651367
-0.239501953,0.488583984,10.0303418
-0.201181641,0.373623047,9.881850586
-0.201181641,0.493374023,9.86269043
-0.277822266,0.502954102,9.661508789
-0.225131836,0.455053711,9.819580078
-0.229921875,0.464633789,9.81
-0.229921875,0.474213867,9.833950195
-0.20597168,0.502954102,9.848320313
-0.239501953,0.502954102,9.843530273
-0.244291992,0.435893555,9.86269043
-0.215551758,0.411943359,9.824370117
-0.229921875,0.517324219,9.833950195
-0.229921875,0.450263672,9.838740234
-0.244291992,0.426313477,9.848320313
-0.210761719,0.440683594,9.848320313
-0.229921875,0.498164063,9.877060547
-0.229921875,0.517324219,9.728569336
-0.229921875,0.483793945,9.872270508
-0.239501953,0.483793945,9.901010742
-0.229921875,0.464633789,9.901010742
-0.225131836,0.479003906,9.857900391
-0.263452148,0.483793945,9.795629883
-0.20597168,0.488583984,9.833950195
-0.15328125,0.479003906,9.771679688
-0.229921875,0.493374023,9.857900391
-0.229921875,0.474213867,9.872270508
-0.287402344,0.450263672,9.857900391
-0.234711914,0.45984375,9.805209961
-0.182021484,0.426313477,9.848320313
-0.210761719,0.411943359,9.905800781
-0.220341797,0.45984375,9.81
-0.201181641,0.455053711,9.891430664
-0.177231445,0.445473633,9.805209961
-0.225131836,0.493374023,9.877060547
-0.273032227,0.526904297,9.857900391
-0.25387207,0.435893555,9.886640625
-0.167651367,0.426313477,9.901010742
-0.162861328,0.555644531,9.781259766
-0.20597168,0.526904297,9.891430664
-0.229921875,0.474213867,9.81
-0.20597168,0.45984375,9.91059082
-0.220341797,0.45984375,9.843530273
-0.220341797,0.479003906,9.872270508
-0.234711914,0.416733398,9.886640625
-0.20597168,0.455053711,9.843530273
-0.162861328,0.464633789,9.853110352
-0.167651367,0.469423828,9.814790039
-0.210761719,0.488583984,9.805209961
-0.215551758,0.488583984,9.733359375
-0.25387207,0.450263672,9.833950195
-0.268242188,0.507744141,9.905800781
-0.244291992,0.464633789,9.948911133
-0.25387207,0.450263672,9.905800781
-0.177231445,0.479003906,9.824370117
-0.20597168,0.51253418,9.733359375
-0.177231445,0.474213867,9.800419922
-0.162861328,0.440683594,9.795629883
-0.215551758,0.507744141,9.814790039
-0.191601563,0.426313477,9.805209961
-0.220341797,0.493374023,9.886640625
-0.3065625,0.493374023,9.877060547
-0.229921875,0.45984375,9.901010742
-0.210761719,0.526904297,9.833950195
-0.220341797,0.493374023,9.781259766
-0.239501953,0.464633789,9.838740234
-0.263452148,0.450263672,9.901010742
-0.268242188,0.435893555,9.805209961
-0.268242188,0.498164063,9.848320313
-0.229921875,0.488583984,9.905800781
-0.239501953,0.435893555,9.81
-0.273032227,0.474213867,9.891430664
-0.191601563,0.517324219,9.829160156
-0.225131836,0.474213867,9.853110352
-0.220341797,0.40715332,9.833950195
-0.210761719,0.464633789,9.915380859
-0.225131836,0.45984375,9.901010742
-0.263452148,0.440683594,9.81
-0.277822266,0.550854492,9.819580078
-0.25387207,0.483793945,9.901010742
-0.225131836,0.450263672,9.843530273
-0.191601563,0.45984375,9.886640625
-0.191601563,0.45984375,9.814790039
-0.196391602,0.474213867,9.766889648
-0.244291992,0.45984375,9.824370117
-0.191601563,0.488583984,9.848320313
-0.25387207,0.469423828,9.838740234
-0.229921875,0.479003906,9.86269043
-0.234711914,0.455053711,9.857900391
-0.182021484,0.464633789,9.762099609
-0.210761719,0.431103516,9.781259766
-0.201181641,0.474213867,9.838740234
-0.220341797,0.474213867,9.75730957
-0.215551758,0.469423828,9.786049805
-0.229921875,0.464633789,9.86269043
-0.273032227,0.531694336,9.829160156
-0.234711914,0.474213867,9.872270508
-0.177231445,0.455053711,9.867480469
-0.225131836,0.435893555,9.829160156
-0.25387207,0.474213867,9.819580078
-0.239501953,0.488583984,9.829160156
-0.172441406,0.474213867,9.824370117
-0.210761719,0.435893555,9.829160156
-0.20597168,0.474213867,9.800419922
-0.273032227,0.550854492,9.891430664
-0.244291992,0.474213867,9.814790039
-0.215551758,0.440683594,9.781259766
-0.177231445,0.474213867,9.86269043
-0.292192383,0.522114258,9.929750977
-0.273032227,0.479003906,9.81
-0.201181641,0.40715332,9.886640625
-0.225131836,0.474213867,9.848320313
-0.277822266,0.479003906,9.891430664
-0.229921875,0.493374023,9.853110352
-0.210761719,0.416733398,9.929750977
-0.234711914,0.455053711,9.881850586
-0.292192383,0.502954102,9.915380859
-0.239501953,0.455053711,9.853110352
-0.220341797,0.450263672,9.853110352
-0.167651367,0.483793945,9.800419922
-0.311352539,0.507744141,9.805209961
-0.20597168,0.502954102,9.867480469
-0.220341797,0.45984375,9.800419922
-0.162861328,0.455053711,9.771679688
-0.215551758,0.474213867,9.857900391
-0.20597168,0.526904297,9.771679688
-0.220341797,0.455053711,9.824370117
-0.258662109,0.474213867,9.838740234
-0.244291992,0.479003906,9.881850586
-0.277822266,0.411943359,9.857900391
-0.234711914,0.421523438,9.838740234
-0.220341797,0.426313477,9.867480469
-0.210761719,0.488583984,9.81
-0.258662109,0.483793945,9.848320313
-0.234711914,0.522114258,9.901010742
-0.25387207,0.469423828,9.91059082
-0.225131836,0.445473633,9.747729492
-0.287402344,0.435893555,9.896220703
-0.215551758,0.455053711,9.901010742
-0.225131836,0.469423828,9.843530273
-0.215551758,0.474213867,9.824370117
-0.287402344,0.431103516,9.81
-0.239501953,0.517324219,9.848320313
-0.244291992,0.479003906,9.771679688
-0.249082031,0.440683594,9.747729492
-0.210761719,0.421523438,9.781259766
-0.25387207,0.479003906,9.714199219
-0.225131836,0.45984375,9.939331055
-0.196391602,0.517324219,9.86269043
-0.263452148,0.45984375,9.929750977
-0.229921875,0.483793945,9.886640625
-0.210761719,0.531694336,9.891430664
-0.210761719,0.450263672,9.800419922
-0.196391602,0.455053711,9.867480469
-0.258662109,0.469423828,9.86269043
-0.225131836,0.483793945,9.843530273
-0.210761719,0.474213867,9.81
-0.191601563,0.517324219,9.853110352
-0.239501953,0.474213867,9.867480469
-0.282612305,0.498164063,9.838740234
-0.186811523,0.455053711,9.795629883
-0.191601563,0.426313477,9.91059082
-0.162861328,0.502954102,9.786049805
-0.3065625,0.464633789,9.838740234
-0.268242188,0.45984375,9.857900391
-0.20597168,0.51253418,9.891430664
-0.196391602,0.488583984,9.867480469
-0.177231445,0.479003906,9.81
-0.244291992,0.479003906,9.81
-0.249082031,0.479003906,9.838740234
-0.196391602,0.469423828,9.891430664
-0.225131836,0.488583984,9.872270508
-0.225131836,0.469423828,9.795629883
-0.258662109,0.498164063,9.843530273
-0.220341797,0.498164063,9.944121094
-0.210761719,0.450263672,9.814790039
-0.244291992,0.455053711,9.872270508
-0.220341797,0.469423828,9.843530273
-0.25387207,0.450263672,9.881850586
-0.244291992,0.502954102,9.857900391
-0.229921875,0.45984375,9.800419922
-0.20597168,0.488583984,9.829160156
-0.273032227,0.45984375,9.843530273
-0.25387207,0.440683594,9.853110352
-0.186811523,0.445473633,9.872270508
-0.162861328,0.435893555,9.838740234
-0.244291992,0.507744141,9.786049805
-0.268242188,0.536484375,9.833950195
-0.201181641,0.450263672,9.824370117
-0.268242188,0.493374023,9.86269043
-0.234711914,0.440683594,9.958491211
-0.244291992,0.450263672,9.771679688
-0.263452148,0.431103516,9.805209961
-0.225131836,0.445473633,9.867480469
-0.215551758,0.483793945,9.86269043
-0.215551758,0.479003906,9.877060547
-0.234711914,0.435893555,9.824370117
-0.210761719,0.431103516,9.838740234
-0.244291992,0.493374023,9.872270508
-0.220341797,0.440683594,9.800419922
-0.225131836,0.469423828,9.833950195
-0.210761719,0.416733398,9.843530273
-0.210761719,0.445473633,9.915380859
-0.220341797,0.445473633,9.786049805
-0.239501953,0.479003906,9.881850586
-0.234711914,0.498164063,9.944121094
-0.201181641,0.488583984,9.795629883
-0.239501953,0.483793945,9.891430664
-0.210761719,0.474213867,9.819580078
-0.220341797,0.474213867,9.829160156
-0.215551758,0.45984375,9.795629883
-0.244291992,0.555644531,9.824370117
-0.244291992,0.464633789,9.867480469
-0.249082031,0.45984375,9.833950195
-0.225131836,0.45984375,9.872270508
-0.263452148,0.483793945,9.843530273
-0.244291992,0.455053711,9.833950195
-0.263452148,0.421523438,9.877060547
-0.25387207,0.479003906,9.824370117
-0.263452148,0.474213867,9.944121094
-0.239501953,0.479003906,9.838740234
-0.25387207,0.455053711,9.901010742
-0.234711914,0.45984375,9.800419922
-0.239501953,0.493374023,9.781259766
-0.229921875,0.493374023,9.824370117
-0.196391602,0.502954102,9.857900391
-0.229921875,0.498164063,9.877060547
-0.20597168,0.479003906,9.805209961
-0.263452148,0.483793945,9.795629883
-0.234711914,0.493374023,9.766889648
-0.249082031,0.45984375,9.853110352
-0.249082031,0.450263672,9.896220703
-0.186811523,0.474213867,9.838740234
-0.263452148,0.474213867,9.915380859
-0.196391602,0.455053711,9.853110352
-0.225131836,0.469423828,9.838740234
-0.225131836,0.45984375,9.838740234
-0.244291992,0.455053711,9.805209961
-0.20597168,0.488583984,9.829160156
-0.220341797,0.488583984,9.838740234
-0.201181641,0.493374023,9.795629883
-0.234711914,0.493374023,9.838740234
-0.277822266,0.450263672,9.881850586
-0.249082031,0.464633789,9.881850586
-0.172441406,0.40715332,9.819580078
-0.220341797,0.464633789,9.886640625
-0.234711914,0.435893555,9.896220703
-0.215551758,0.469423828,9.771679688
-0.220341797,0.498164063,9.86269043
