Measurement label:,Right,
Configuration date:,2018. 8. 2. 오후 1:55:00,
Delay before start logging:,0 min,
Frequency:,100 Hz,
Accelerometer FS:,16G,
Gyroscope FS:,4000dps,
Accelerometer x,Accelerometer y,Accelerometer z
-2.404599609,-9.072333984,-3.67875
-1.973496094,-9.29746582,-3.563789063
-1.829794922,-9.105864258,-3.530258789
-1.954335938,-8.861572266,-3.726650391
-2.040556641,-8.875942383,-3.190166016
-2.112407227,-8.674760742,-3.67875
-2.083666992,-8.813671875,-3.77934082
-2.270478516,-8.449628906,-3.774550781
-2.385439453,-8.516689453,-3.659589844
-2.414179688,-8.808881836,-3.515888672
-2.442919922,-8.698710938,-3.640429688
-5.134921875,-2.749482422,-0.627495117
-2.24652832,-8.928632813,-3.721860352
-1.887275391,-8.425678711,-3.683540039
-2.088457031,-9.120234375,-3.204536133
-2.581831055,-9.062753906,-2.687211914
-2.241738281,-8.631650391,-2.486030273
-2.4525,-8.655600586,-2.414179688
-2.24652832,-8.550219727,-3.022514648
-2.19862793,-8.444838867,-2.830913086
-2.854863281,-9.077124023,-2.720742188
-2.749482422,-9.062753906,-2.754272461
-2.806962891,-9.163344727,-2.610571289
-2.988984375,-9.302255859,-2.342329102
-2.950664063,-9.29746582,-2.490820313
-3.046464844,-8.775351563,-2.907553711
-2.236948242,-9.340576172,-2.979404297
-2.60578125,-8.871152344,-2.725532227
-2.500400391,-8.78972168,-2.50519043
-3.060834961,-8.713081055,-2.107617188
-2.888393555,-8.780141602,-2.24652832
-2.562670898,-8.804091797,-2.212998047
-2.701582031,-8.511899414,-2.289638672
-2.749482422,-8.765771484,-2.304008789
-2.960244141,-9.067543945,-2.002236328
-3.142265625,-9.230405273,-2.088457031
-3.16621582,-9.158554688,-1.791474609
-3.329077148,-9.077124023,-1.508862305
-3.266806641,-9.125024414,-1.537602539
-3.185375977,-8.971743164,-1.844165039
-3.376977539,-9.287885742,-1.499282227
-3.11831543,-9.29746582,-1.264570313
-3.927832031,-9.283095703,-1.154399414
-3.549418945,-9.517807617,-0.857416992
-2.284848633,-6.413862305,-1.978286133
-2.907553711,-8.813671875,-0.282612305
-2.840493164,-8.660390625,-0.517324219
-3.185375977,-8.722661133,-0.086220703
-3.822451172,-8.607700195,-0.335302734
-2.797382813,-8.68434082,-0.215551758
-2.596201172,-9.268725586,0.316142578
-2.897973633,-9.498647461,0.220341797
-3.544628906,-9.881850586,0.229921875
-3.151845703,-10.18362305,0.383203125
-3.444038086,-9.96328125,0.162861328
-2.466870117,-9.872270508,0.15328125
-2.596201172,-9.527387695,-0.081430664
-2.802172852,-9.60402832,-0.191601563
-2.945874023,-8.986113281,-0.507744141
-3.017724609,-9.45074707,-0.301772461
-3.329077148,-9.848320313,-0.028740234
-2.960244141,-9.546547852,0.076640625
-2.907553711,-9.153764648,0.229921875
-3.204536133,-8.492739258,0.043110352
-2.016606445,-8.760981445,0.56043457
-2.404599609,-8.396938477,0.857416992
-2.39980957,-8.923842773,1.250200195
-2.591411133,-7.994575195,1.068178711
-2.648891602,-7.831713867,1.949545898
-2.543510742,-8.952583008,2.768642578
-2.50519043,-8.622070313,2.883603516
-2.409389648,-9.000483398,3.348237305
-2.672841797,-9.383686523,3.290756836
-2.960244141,-9.781259766,2.921923828
-2.840493164,-9.972861328,2.984194336
-2.486030273,-9.60402832,3.16621582
-2.184257813,-9.40284668,3.702700195
-2.457290039,-8.871152344,2.610571289
-2.375859375,-9.005273438,1.652563477
-2.600991211,-8.37777832,3.73144043
-3.075205078,-7.922724609,4.746928711
-3.640429688,-7.688012695,5.532495117
-3.549418945,-7.539521484,5.853427734
-4.766088867,-7.889194336,6.155200195
-3.764970703,-6.332431641,6.701264648
-3.233276367,-5.680986328,6.715634766
-5.647456055,-5.029541016,5.92527832
-3.056044922,-2.361489258,5.197192383
-2.591411133,-1.963916016,5.57081543
-2.308798828,-3.597319336,6.452182617
-1.767524414,-3.937412109,6.480922852
-1.274150391,-4.296665039,6.916816406
-1.005908203,-4.85230957,7.688012695
-0.368833008,-6.38512207,8.550219727
-0.689765625,-5.302573242,10.64825684
-2.462080078,-1.825004883,9.460327148
-3.616479492,-0.378413086,9.766889648
-2.600991211,-0.316142578,9.072333984
-0.502954102,-1.690883789,8.186176758
0.067060547,-2.423759766,8.042475586
-0.450263672,-1.365161133,8.310717773
-1.005908203,0.023950195,7.755073242
-0.977167969,0.435893555,7.405400391
-3.970942383,3.027304688,10.74405762
-0.670605469,-1.417851563,9.369316406
1.437011719,-1.307680664,6.864125977
1.374741211,-2.040556641,8.229287109
1.341210938,-2.366279297,8.717871094
1.015488281,-1.609453125,8.569379883
0.526904297,-1.27894043,8.823251953
0.785566406,-1.753154297,8.99090332
1.187929688,-1.274150391,9.216035156
-2.107617188,-5.412744141,7.084467773
0.186811523,-0.450263672,10.95481934
1.801054688,-0.301772461,9.786049805
1.302890625,1.216669922,9.527387695
0.900527344,1.920805664,9.752519531
0.953217773,1.499282227,10.05908203
1.298100586,0.871787109,10.23631348
1.695673828,1.523232422,10.02555176
1.858535156,2.347119141,9.192084961
2.313588867,3.161425781,8.698710938
1.762734375,2.438129883,8.938212891
1.231040039,1.796264648,9.752519531
1.17355957,2.404599609,8.866362305
1.116079102,2.768642578,8.713081055
1.231040039,2.256108398,9.321416016
0.847836914,1.733994141,10.1165625
-0.110170898,1.484912109,11.49130371
0.479003906,0.574804688,11.21348145
0.368833008,1.053808594,10.86380859
0.555644531,0.828676758,10.2027832
0.823886719,0.704135742,9.508227539
0.704135742,1.211879883,9.216035156
0.627495117,1.652563477,9.196875
0.694555664,1.868115234,9.374106445
0.608334961,1.714833984,9.345366211
0.210761719,1.465751953,9.60402832
0.426313477,0.536484375,9.924960938
2.29921875,3.171005859,22.69041504
0.301772461,5.106181641,19.42839844
-2.495610352,1.997446289,4.311035156
0.967587891,-0.488583984,9.958491211
0.435893555,1.5328125,9.599238281
1.092128906,1.710043945,7.266489258
1.37953125,0.320932617,10.19320313
0.737666016,0.129331055,9.536967773
-0.555644531,0.210761719,9.690249023
0.608334961,1.317260742,9.057963867
1.973496094,1.163979492,8.646020508
0.234711914,0.675395508,9.244775391
0.201181641,1.652563477,9.211245117
-1.911225586,0.948427734,9.469907227
-1.063388672,-1.705253906,9.29746582
-1.235830078,4.014052734,11.02666992
1.154399414,-2.011816406,10.7536377
0.598754883,-0.383203125,9.838740234
0.167651367,0.708925781,9.393266602
-0.517324219,1.422641602,9.158554688
0.268242188,-0.10059082,9.565708008
-1.58550293,-1.312470703,9.685458984
-1.32684082,-0.023950195,9.354946289
-0.967587891,0.967587891,9.091494141
0.555644531,-0.684975586,9.340576172
-0.158071289,0.704135742,9.278305664
-0.028740234,0.526904297,9.388476563
-0.10059082,0.584384766,9.302255859
-0.033530273,0.392783203,9.302255859
-1.063388672,0.857416992,9.259145508
-1.025068359,0.71371582,9.278305664
0.182021484,-0.143701172,9.532177734
-0.661025391,1.63340332,8.962163086
0.033530273,0.239501953,9.369316406
-0.15328125,0.51253418,9.364526367
-0.991538086,0.996328125,9.287885742
-0.732875977,-0.119750977,9.465117188
0.220341797,-0.225131836,9.455537109
-0.340092773,1.025068359,9.110654297
-0.924477539,-1.32684082,9.685458984
-0.704135742,0.871787109,9.158554688
-0.067060547,0.483793945,9.302255859
-0.167651367,0.541274414,9.321416016
-0.871787109,0.45984375,9.340576172
-0.761616211,-0.225131836,9.489067383
0.086220703,0.110170898,9.398056641
-0.349672852,0.483793945,9.340576172
-0.905317383,0.201181641,9.340576172
-0.292192383,0.862207031,9.211245117
-0.296982422,-0.210761719,9.489067383
-0.761616211,0.445473633,9.330996094
0.028740234,0.258662109,9.426796875
-0.742456055,0.723295898,9.220825195
0.028740234,0.172441406,9.422006836
-0.742456055,0.335302734,9.388476563
-0.143701172,0.488583984,9.374106445
-0.737666016,0.20597168,9.330996094
-0.15328125,0.584384766,9.283095703
-0.71371582,0.320932617,9.383686523
-0.258662109,0.301772461,9.335786133
-0.364042969,0.387993164,9.374106445
-0.550854492,0.320932617,9.388476563
-0.296982422,0.340092773,9.374106445
-0.435893555,0.35925293,9.354946289
-0.474213867,0.344882813,9.345366211
-0.296982422,0.335302734,9.359736328
-0.421523438,0.344882813,9.302255859
-0.455053711,0.344882813,9.412426758
-0.416733398,0.316142578,9.278305664
-0.421523438,0.349672852,9.369316406
-0.474213867,0.282612305,9.321416016
-0.387993164,0.316142578,9.316625977
-0.426313477,0.330512695,9.335786133
-0.397573242,0.35925293,9.326206055
-0.402363281,0.340092773,9.345366211
-0.383203125,0.364042969,9.345366211
-0.440683594,0.277822266,9.374106445
-0.426313477,0.296982422,9.398056641
-0.373623047,0.325722656,9.326206055
-0.421523438,0.335302734,9.326206055
-0.45984375,0.325722656,9.302255859
-0.35925293,0.325722656,9.460327148
-0.364042969,0.3065625,9.369316406
-0.397573242,0.325722656,9.359736328
-0.387993164,0.354462891,9.29746582
-0.435893555,0.368833008,9.388476563
-0.426313477,0.340092773,9.321416016
-0.440683594,0.320932617,9.426796875
-0.40715332,0.330512695,9.35015625
-0.402363281,0.364042969,9.369316406
-0.402363281,0.330512695,9.35015625
-0.411943359,0.320932617,9.29746582
-0.435893555,0.316142578,9.340576172
-0.435893555,0.330512695,9.354946289
-0.40715332,0.340092773,9.40284668
-0.378413086,0.296982422,9.340576172
-0.426313477,0.320932617,9.374106445
-0.455053711,0.325722656,9.29746582
-0.426313477,0.320932617,9.364526367
-0.392783203,0.316142578,9.321416016
-0.402363281,0.368833008,9.326206055
-0.431103516,0.383203125,9.340576172
-0.373623047,0.330512695,9.369316406
-0.421523438,0.325722656,9.354946289
-0.45984375,0.325722656,9.35015625
-0.426313477,0.3065625,9.307045898
-0.392783203,0.268242188,9.326206055
-0.392783203,0.3065625,9.321416016
-0.368833008,0.368833008,9.340576172
-0.397573242,0.383203125,9.35015625
-0.440683594,0.330512695,9.35015625
-0.45984375,0.335302734,9.383686523
-0.469423828,0.25387207,9.340576172
-0.45984375,0.292192383,9.340576172
-0.364042969,0.301772461,9.393266602
-0.373623047,0.325722656,9.268725586
-0.397573242,0.387993164,9.359736328
-0.344882813,0.40715332,9.330996094
-0.421523438,0.340092773,9.340576172
-0.426313477,0.301772461,9.40284668
-0.479003906,0.335302734,9.29746582
-0.387993164,0.316142578,9.393266602
-0.35925293,0.383203125,9.311835938
-0.383203125,0.397573242,9.354946289
-0.378413086,0.344882813,9.321416016
-0.330512695,0.316142578,9.345366211
-0.387993164,0.325722656,9.359736328
-0.431103516,0.301772461,9.407636719
-0.445473633,0.330512695,9.374106445
-0.431103516,0.354462891,9.378896484
-0.416733398,0.373623047,9.29746582
-0.354462891,0.330512695,9.330996094
-0.373623047,0.368833008,9.326206055
-0.411943359,0.373623047,9.374106445
-0.402363281,0.364042969,9.335786133
-0.464633789,0.354462891,9.393266602
-0.455053711,0.330512695,9.393266602
-0.455053711,0.268242188,9.345366211
-0.435893555,0.378413086,9.369316406
-0.411943359,0.344882813,9.254355469
-0.411943359,0.387993164,9.230405273
-0.373623047,0.387993164,9.321416016
-0.378413086,0.301772461,9.235195313
-0.440683594,0.3065625,9.326206055
-0.431103516,0.287402344,9.455537109
-0.479003906,0.330512695,9.340576172
-0.426313477,0.287402344,9.35015625
-0.335302734,0.325722656,9.326206055
-0.35925293,0.392783203,9.398056641
-0.402363281,0.330512695,9.292675781
-0.378413086,0.392783203,9.29746582
-0.431103516,0.335302734,9.359736328
-0.45984375,0.3065625,9.445957031
-0.435893555,0.330512695,9.374106445
-0.397573242,0.344882813,9.316625977
-0.431103516,0.35925293,9.340576172
-0.344882813,0.320932617,9.316625977
-0.40715332,0.316142578,9.35015625
-0.402363281,0.340092773,9.330996094
-0.445473633,0.35925293,9.364526367
-0.469423828,0.35925293,9.378896484
-0.421523438,0.35925293,9.374106445
-0.421523438,0.330512695,9.340576172
-0.397573242,0.330512695,9.330996094
-0.392783203,0.316142578,9.374106445
-0.440683594,0.340092773,9.40284668
-0.40715332,0.349672852,9.35015625
-0.455053711,0.311352539,9.40284668
-0.455053711,0.354462891,9.311835938
-0.440683594,0.364042969,9.374106445
-0.378413086,0.301772461,9.345366211
-0.421523438,0.330512695,9.321416016
-0.373623047,0.301772461,9.407636719
-0.411943359,0.335302734,9.335786133
-0.440683594,0.330512695,9.388476563
-0.411943359,0.35925293,9.40284668
-0.440683594,0.349672852,9.340576172
-0.416733398,0.340092773,9.316625977
-0.392783203,0.330512695,9.369316406
-0.349672852,0.301772461,9.330996094
-0.368833008,0.292192383,9.292675781
-0.431103516,0.301772461,9.268725586
-0.402363281,0.301772461,9.359736328
-0.431103516,0.368833008,9.431586914
-0.469423828,0.364042969,9.417216797
-0.402363281,0.364042969,9.278305664
-0.402363281,0.397573242,9.278305664
-0.397573242,0.354462891,9.335786133
-0.426313477,0.378413086,9.369316406
-0.373623047,0.35925293,9.407636719
-0.421523438,0.354462891,9.436376953
-0.488583984,0.282612305,9.321416016
-0.479003906,0.344882813,9.364526367
-0.354462891,0.368833008,9.335786133
-0.40715332,0.364042969,9.369316406
-0.373623047,0.340092773,9.364526367
-0.411943359,0.344882813,9.407636719
-0.411943359,0.340092773,9.35015625
-0.450263672,0.3065625,9.388476563
-0.421523438,0.349672852,9.398056641
-0.378413086,0.325722656,9.369316406
-0.383203125,0.340092773,9.292675781
-0.416733398,0.335302734,9.335786133
-0.426313477,0.354462891,9.412426758
-0.469423828,0.296982422,9.307045898
-0.416733398,0.340092773,9.335786133
-0.431103516,0.378413086,9.364526367
-0.445473633,0.296982422,9.383686523
-0.392783203,0.340092773,9.398056641
-0.392783203,0.378413086,9.369316406
-0.387993164,0.287402344,9.287885742
-0.320932617,0.354462891,9.326206055
-0.426313477,0.330512695,9.393266602
-0.445473633,0.325722656,9.388476563
-0.450263672,0.340092773,9.374106445
-0.435893555,0.349672852,9.378896484
-0.445473633,0.344882813,9.330996094
-0.35925293,0.296982422,9.316625977
-0.344882813,0.340092773,9.326206055
-0.431103516,0.340092773,9.321416016
-0.416733398,0.364042969,9.364526367
-0.474213867,0.340092773,9.412426758
-0.464633789,0.311352539,9.263935547
-0.455053711,0.364042969,9.364526367
-0.421523438,0.335302734,9.40284668
-0.40715332,0.311352539,9.374106445
-0.431103516,0.320932617,9.340576172
-0.40715332,0.344882813,9.340576172
-0.431103516,0.373623047,9.326206055
-0.483793945,0.344882813,9.335786133
-0.464633789,0.301772461,9.426796875
-0.450263672,0.292192383,9.378896484
-0.392783203,0.325722656,9.364526367
-0.402363281,0.316142578,9.307045898
-0.416733398,0.330512695,9.369316406
-0.364042969,0.335302734,9.340576172
-0.426313477,0.296982422,9.455537109
-0.445473633,0.340092773,9.330996094
-0.431103516,0.349672852,9.388476563
-0.426313477,0.340092773,9.369316406
-0.40715332,0.320932617,9.369316406
-0.445473633,0.378413086,9.378896484
-0.440683594,0.320932617,9.307045898
-0.378413086,0.349672852,9.378896484
-0.416733398,0.368833008,9.378896484
-0.392783203,0.344882813,9.345366211
-0.416733398,0.349672852,9.378896484
-0.402363281,0.325722656,9.40284668
-0.392783203,0.35925293,9.359736328
-0.445473633,0.3065625,9.412426758
-0.416733398,0.35925293,9.283095703
-0.40715332,0.320932617,9.398056641
-0.411943359,0.354462891,9.374106445
-0.416733398,0.354462891,9.35015625
-0.402363281,0.364042969,9.422006836
-0.397573242,0.349672852,9.369316406
-0.40715332,0.292192383,9.35015625
-0.354462891,0.287402344,9.330996094
-0.392783203,0.301772461,9.254355469
-0.483793945,0.330512695,9.345366211
-0.531694336,0.325722656,9.369316406
-0.483793945,0.368833008,9.422006836
-0.316142578,0.3065625,9.307045898
-0.344882813,0.311352539,9.422006836
-0.364042969,0.392783203,9.340576172
-0.378413086,0.316142578,9.273515625
-0.445473633,0.301772461,9.311835938
-0.445473633,0.335302734,9.354946289
-0.531694336,0.335302734,9.40284668
-0.488583984,0.40715332,9.374106445
-0.364042969,0.320932617,9.378896484
-0.35925293,0.311352539,9.326206055
-0.440683594,0.3065625,9.311835938
-0.493374023,0.273032227,9.45074707
-0.387993164,0.340092773,9.407636719
-0.411943359,0.335302734,9.441166992
-0.469423828,0.364042969,9.302255859
-0.445473633,0.335302734,9.431586914
-0.340092773,0.340092773,9.335786133
-0.364042969,0.330512695,9.345366211
-0.368833008,0.344882813,9.407636719
-0.431103516,0.311352539,9.345366211
-0.450263672,0.316142578,9.292675781
-0.392783203,0.354462891,9.326206055
-0.411943359,0.330512695,9.369316406
-0.483793945,0.387993164,9.40284668
-0.373623047,0.277822266,9.359736328
-0.387993164,0.335302734,9.354946289
-0.368833008,0.335302734,9.407636719
-0.416733398,0.311352539,9.417216797
-0.455053711,0.320932617,9.345366211
-0.426313477,0.354462891,9.354946289
-0.426313477,0.354462891,9.359736328
-0.45984375,0.316142578,9.302255859
-0.45984375,0.344882813,9.374106445
-0.373623047,0.296982422,9.35015625
-0.411943359,0.3065625,9.369316406
-0.411943359,0.311352539,9.422006836
-0.435893555,0.349672852,9.364526367
-0.416733398,0.3065625,9.383686523
-0.440683594,0.335302734,9.302255859
-0.431103516,0.316142578,9.345366211
-0.431103516,0.316142578,9.369316406
-0.431103516,0.287402344,9.35015625
-0.378413086,0.35925293,9.316625977
-0.411943359,0.35925293,9.287885742
-0.440683594,0.287402344,9.369316406
-0.445473633,0.349672852,9.345366211
-0.435893555,0.316142578,9.378896484
-0.383203125,0.320932617,9.330996094
-0.378413086,0.3065625,9.345366211
-0.421523438,0.340092773,9.40284668
-0.383203125,0.311352539,9.378896484
-0.426313477,0.35925293,9.335786133
-0.435893555,0.325722656,9.388476563
-0.45984375,0.354462891,9.35015625
-0.378413086,0.364042969,9.465117188
-0.402363281,0.344882813,9.40284668
-0.440683594,0.325722656,9.340576172
-0.397573242,0.368833008,9.278305664
-0.450263672,0.354462891,9.359736328
-0.411943359,0.354462891,9.378896484
-0.416733398,0.349672852,9.359736328
-0.45984375,0.373623047,9.307045898
-0.440683594,0.354462891,9.316625977
-0.426313477,0.344882813,9.383686523
-0.402363281,0.3065625,9.311835938
-0.397573242,0.35925293,9.259145508
-0.378413086,0.325722656,9.407636719
-0.416733398,0.383203125,9.335786133
-0.455053711,0.301772461,9.364526367
-0.440683594,0.340092773,9.40284668
-0.416733398,0.330512695,9.321416016
-0.416733398,0.311352539,9.35015625
-0.411943359,0.344882813,9.364526367
-0.368833008,0.340092773,9.316625977
-0.426313477,0.387993164,9.35015625
-0.383203125,0.344882813,9.29746582
-0.40715332,0.330512695,9.359736328
-0.435893555,0.296982422,9.35015625
-0.450263672,0.335302734,9.426796875
-0.445473633,0.325722656,9.417216797
-0.392783203,0.354462891,9.254355469
-0.397573242,0.301772461,9.364526367
-0.450263672,0.368833008,9.364526367
-0.445473633,0.340092773,9.345366211
-0.40715332,0.344882813,9.364526367
-0.416733398,0.282612305,9.398056641
-0.464633789,0.349672852,9.345366211
