Measurement label:,Right,
-0.416733398,0.526904297,9.829160156
-0.220341797,0.843046875,9.680668945
0.114960938,0.210761719,9.944121094
-0.435893555,0.632285156,9.781259766
-0.383203125,0.047900391,9.86269043
-0.546064453,0.402363281,9.786049805
-0.555644531,0.330512695,9.848320313
-0.608334961,0.340092773,9.857900391
-0.541274414,0.450263672,9.848320313
-0.364042969,0.20597168,9.872270508
-0.402363281,0.373623047,9.881850586
-0.378413086,0.35925293,9.833950195
-0.273032227,0.210761719,9.987231445
-0.028740234,0.488583984,9.790839844
-0.469423828,0.684975586,9.795629883
-0.364042969,0.25387207,9.881850586
-0.40715332,0.296982422,9.800419922
-0.565224609,0.440683594,9.848320313
-0.555644531,0.25387207,9.886640625
-0.603544922,0.320932617,9.75730957
-0.440683594,0.368833008,9.786049805
-0.416733398,0.220341797,9.881850586
-0.450263672,0.387993164,9.786049805
-0.172441406,0.732875977,9.752519531
-0.15328125,-0.028740234,10.00160156
-0.40715332,0.287402344,9.905800781
-0.450263672,0.479003906,9.829160156
-0.574804688,0.210761719,9.857900391
-0.593964844,0.354462891,9.786049805
-0.608334961,0.411943359,9.857900391
-0.373623047,0.234711914,9.867480469
-0.40715332,0.416733398,9.75730957
-0.392783203,0.354462891,9.901010742
-0.105380859,0.651445313,9.800419922
-0.287402344,0.191601563,9.833950195
-0.383203125,0.167651367,9.901010742
-0.411943359,0.517324219,9.718989258
-0.45984375,0.186811523,9.920170898
-0.627495117,0.392783203,9.790839844
-0.593964844,0.392783203,9.786049805
-0.507744141,0.282612305,9.886640625
-0.426313477,0.354462891,9.795629883
-0.383203125,0.258662109,9.867480469
-0.445473633,0.378413086,9.886640625
-0.182021484,0.292192383,9.867480469
-0.220341797,0.464633789,9.814790039
-0.387993164,0.378413086,9.805209961
-0.364042969,0.20597168,9.915380859
-0.402363281,0.431103516,9.81
-0.383203125,0.311352539,9.824370117
-0.411943359,0.354462891,9.819580078
-0.45984375,0.311352539,9.795629883
-0.598754883,0.335302734,9.881850586
-0.531694336,0.387993164,9.771679688
-0.455053711,0.354462891,9.800419922
-0.392783203,0.340092773,9.838740234
-0.402363281,0.330512695,9.795629883
-0.40715332,0.364042969,9.819580078
-0.402363281,0.35925293,9.805209961
-0.402363281,0.364042969,9.824370117
-0.416733398,0.397573242,9.843530273
-0.383203125,0.373623047,9.833950195
-0.162861328,0.498164063,9.853110352
-0.416733398,0.3065625,9.81
-0.421523438,0.383203125,9.795629883
-0.373623047,0.282612305,9.896220703
-0.392783203,0.411943359,9.819580078
-0.383203125,0.349672852,9.86269043
-0.440683594,0.340092773,9.829160156
-0.579594727,0.349672852,9.805209961
-0.498164063,0.349672852,9.81
-0.387993164,0.354462891,9.891430664
-0.40715332,0.344882813,9.877060547
-0.411943359,0.316142578,9.790839844
-0.431103516,0.335302734,9.857900391
-0.349672852,0.335302734,9.886640625
-0.378413086,0.368833008,9.886640625
-0.40715332,0.383203125,9.891430664
-0.440683594,0.392783203,9.924960938
-0.373623047,0.349672852,9.915380859
-0.373623047,0.349672852,9.920170898
-0.373623047,0.354462891,9.829160156
-0.364042969,0.349672852,9.857900391
-0.268242188,0.416733398,9.853110352
-0.435893555,0.349672852,9.848320313
-0.40715332,0.3065625,9.824370117
-0.397573242,0.349672852,9.853110352
-0.431103516,0.411943359,9.881850586
-0.402363281,0.364042969,9.857900391
-0.40715332,0.340092773,9.838740234
-0.40715332,0.296982422,9.848320313
-0.373623047,0.316142578,9.872270508
-0.354462891,0.368833008,9.853110352
-0.392783203,0.35925293,9.853110352
-0.373623047,0.373623047,9.814790039
-0.373623047,0.364042969,9.795629883
-0.421523438,0.296982422,9.886640625
-0.392783203,0.340092773,9.857900391
-0.455053711,0.340092773,9.86269043
-0.445473633,0.301772461,9.86269043
-0.387993164,0.325722656,9.790839844
-0.35925293,0.364042969,9.877060547
-0.411943359,0.325722656,9.833950195
-0.421523438,0.349672852,9.819580078
-0.40715332,0.330512695,9.853110352
-0.35925293,0.344882813,9.838740234
-0.383203125,0.311352539,9.81
-0.416733398,0.340092773,9.872270508
-0.330512695,0.354462891,9.766889648
-0.368833008,0.354462891,9.800419922
-0.373623047,0.364042969,9.848320313
-0.373623047,0.344882813,9.857900391
-0.387993164,0.373623047,9.872270508
-0.426313477,0.311352539,9.877060547
-0.35925293,0.392783203,9.896220703
-0.392783203,0.3065625,9.867480469
-0.364042969,0.296982422,9.829160156
-0.397573242,0.378413086,9.800419922
-0.368833008,0.354462891,9.867480469
-0.392783203,0.364042969,9.843530273
-0.35925293,0.330512695,9.790839844
-0.35925293,0.330512695,9.891430664
-0.344882813,0.364042969,9.838740234
-0.421523438,0.349672852,9.877060547
-0.416733398,0.364042969,9.829160156
-0.35925293,0.354462891,9.857900391
-0.440683594,0.392783203,9.901010742
-0.364042969,0.340092773,9.886640625
-0.40715332,0.378413086,9.881850586
-0.378413086,0.311352539,9.790839844
-0.387993164,0.340092773,9.814790039
-0.35925293,0.344882813,9.814790039
-0.402363281,0.320932617,9.891430664
-0.426313477,0.340092773,9.781259766
-0.411943359,0.340092773,9.944121094
-0.392783203,0.296982422,9.867480469
-0.378413086,0.349672852,9.848320313
-0.378413086,0.311352539,9.891430664
-0.392783203,0.392783203,9.75730957
-0.378413086,0.340092773,9.829160156
-0.364042969,0.349672852,9.829160156
-0.392783203,0.378413086,9.881850586
-0.392783203,0.330512695,9.867480469
-0.40715332,0.35925293,9.857900391
-0.378413086,0.325722656,9.781259766
-0.383203125,0.378413086,9.886640625
-0.368833008,0.354462891,9.814790039
-0.392783203,0.387993164,9.819580078
-0.378413086,0.330512695,9.829160156
-0.354462891,0.301772461,9.857900391
-0.40715332,0.330512695,9.881850586
-0.402363281,0.325722656,9.81
-0.368833008,0.368833008,9.886640625
-0.40715332,0.316142578,9.829160156
-0.402363281,0.340092773,9.881850586
-0.364042969,0.301772461,9.838740234
-0.40715332,0.325722656,9.795629883
-0.35925293,0.301772461,9.843530273
-0.378413086,0.368833008,9.896220703
-0.330512695,0.368833008,9.867480469
-0.368833008,0.364042969,9.867480469
-0.416733398,0.373623047,9.848320313
-0.387993164,0.349672852,9.776469727
-0.373623047,0.354462891,9.833950195
-0.392783203,0.35925293,9.781259766
-0.340092773,0.35925293,9.877060547
-0.392783203,0.35925293,9.800419922
-0.330512695,0.335302734,9.786049805
-0.383203125,0.296982422,9.81
-0.387993164,0.311352539,9.857900391
-0.368833008,0.373623047,9.771679688
-0.416733398,0.35925293,9.867480469
-0.416733398,0.320932617,9.829160156
-0.392783203,0.354462891,9.762099609
-0.35925293,0.373623047,10.01597168
-0.354462891,0.349672852,9.929750977
-0.349672852,0.378413086,9.891430664
-0.311352539,0.392783203,9.857900391
-0.364042969,0.40715332,9.905800781
-0.464633789,0.277822266,9.814790039
-0.397573242,0.40715332,9.81
-0.392783203,0.330512695,9.86269043
-0.378413086,0.387993164,9.953701172
-0.349672852,0.325722656,9.795629883
-0.364042969,0.320932617,9.723779297
-0.378413086,0.344882813,9.881850586
-0.368833008,0.3065625,9.886640625
-0.392783203,0.349672852,9.896220703
-0.426313477,0.368833008,9.752519531
-0.435893555,0.35925293,9.924960938
-0.35925293,0.311352539,9.795629883
-0.431103516,0.316142578,9.891430664
-0.387993164,0.344882813,9.877060547
-0.349672852,0.364042969,9.848320313
-0.392783203,0.311352539,9.939331055
-0.426313477,0.311352539,9.867480469
-0.526904297,0.40715332,9.881850586
-0.507744141,0.35925293,9.81
-0.455053711,0.320932617,9.872270508
-0.435893555,0.354462891,9.877060547
-0.455053711,0.349672852,9.877060547
-0.431103516,0.344882813,9.86269043
-0.397573242,0.35925293,9.920170898
-0.416733398,0.392783203,9.857900391
-0.435893555,0.349672852,9.800419922
-0.402363281,0.292192383,9.872270508
-0.40715332,0.364042969,9.776469727
-0.402363281,0.354462891,9.867480469
-0.402363281,0.40715332,9.814790039
-0.445473633,0.373623047,9.896220703
-0.349672852,0.335302734,9.829160156
-0.368833008,0.383203125,9.723779297
-0.440683594,0.335302734,9.934541016
-0.416733398,0.335302734,9.857900391
-0.368833008,0.325722656,9.814790039
-0.431103516,0.320932617,9.948911133
-0.392783203,0.383203125,9.81
-0.421523438,0.320932617,9.872270508
-0.383203125,0.364042969,9.848320313
-0.387993164,0.344882813,9.886640625
-0.397573242,0.335302734,9.877060547
-0.325722656,0.364042969,9.905800781
-0.387993164,0.383203125,9.872270508
-0.349672852,0.311352539,9.891430664
-0.335302734,0.397573242,9.81
-0.416733398,0.35925293,9.843530273
-0.421523438,0.344882813,9.886640625
-0.373623047,0.373623047,9.795629883
-0.383203125,0.335302734,9.838740234
-0.383203125,0.320932617,9.872270508
-0.402363281,0.383203125,9.819580078
-0.373623047,0.368833008,9.819580078
-0.335302734,0.354462891,9.843530273
-0.354462891,0.387993164,9.800419922
-0.421523438,0.368833008,9.881850586
-0.426313477,0.311352539,9.857900391
-0.378413086,0.349672852,9.824370117
-0.35925293,0.316142578,9.833950195
-0.364042969,0.335302734,9.805209961
-0.335302734,0.373623047,9.838740234
-0.392783203,0.335302734,9.853110352
-0.416733398,0.368833008,9.886640625
-0.402363281,0.335302734,9.824370117
-0.397573242,0.378413086,9.896220703
-0.340092773,0.378413086,9.896220703
-0.383203125,0.340092773,9.838740234
-0.364042969,0.349672852,9.920170898
-0.426313477,0.387993164,9.896220703
-0.40715332,0.383203125,9.853110352
-0.378413086,0.364042969,9.91059082
-0.35925293,0.301772461,9.896220703
-0.397573242,0.378413086,9.824370117
-0.450263672,0.340092773,9.781259766
-0.378413086,0.349672852,9.853110352
-0.411943359,0.354462891,9.848320313
-0.445473633,0.349672852,9.853110352
-0.383203125,0.320932617,9.829160156
-0.397573242,0.378413086,9.872270508
-0.402363281,0.40715332,9.867480469
-0.40715332,0.364042969,9.805209961
-0.373623047,0.402363281,9.934541016
-0.411943359,0.340092773,9.776469727
-0.354462891,0.383203125,9.786049805
-0.397573242,0.330512695,9.790839844
-0.416733398,0.378413086,9.795629883
-0.402363281,0.320932617,9.819580078
-0.387993164,0.320932617,9.819580078
-0.402363281,0.344882813,9.853110352
-0.421523438,0.330512695,9.838740234
-0.368833008,0.387993164,9.857900391
-0.378413086,0.364042969,9.891430664
-0.426313477,0.3065625,9.795629883
-0.402363281,0.330512695,9.86269043
-0.40715332,0.340092773,9.81
-0.392783203,0.325722656,9.843530273
-0.402363281,0.364042969,9.805209961
-0.344882813,0.392783203,9.920170898
-0.402363281,0.373623047,9.896220703
-0.40715332,0.335302734,9.824370117
-0.40715332,0.311352539,9.829160156
-0.402363281,0.368833008,9.81
-0.354462891,0.349672852,9.901010742
-0.450263672,0.320932617,9.795629883
-0.397573242,0.330512695,9.905800781
-0.368833008,0.349672852,9.872270508
-0.445473633,0.35925293,9.867480469
-0.402363281,0.40715332,9.867480469
-0.354462891,0.373623047,9.91059082
-0.378413086,0.311352539,9.819580078
-0.402363281,0.330512695,9.838740234
-0.426313477,0.344882813,9.877060547
-0.431103516,0.311352539,9.915380859
-0.364042969,0.387993164,9.824370117
-0.40715332,0.373623047,9.891430664
-0.349672852,0.364042969,9.872270508
-0.373623047,0.330512695,9.877060547
-0.330512695,0.35925293,9.881850586
-0.40715332,0.325722656,9.877060547
-0.373623047,0.354462891,9.833950195
-0.455053711,0.383203125,9.891430664
-0.344882813,0.335302734,9.843530273
-0.368833008,0.373623047,9.867480469
-0.416733398,0.340092773,9.800419922
-0.364042969,0.35925293,9.929750977
-0.378413086,0.349672852,9.891430664
-0.426313477,0.373623047,9.848320313
-0.431103516,0.387993164,9.733359375
-0.426313477,0.421523438,9.857900391
-0.383203125,0.416733398,9.814790039
-0.387993164,0.383203125,9.829160156
-0.354462891,0.325722656,9.91059082
-0.378413086,0.354462891,9.771679688
-0.378413086,0.373623047,9.881850586
-0.354462891,0.301772461,9.829160156
-0.383203125,0.344882813,9.843530273
-0.349672852,0.354462891,9.814790039
-0.392783203,0.387993164,9.857900391
-0.40715332,0.35925293,9.891430664
-0.349672852,0.349672852,9.829160156
-0.397573242,0.301772461,9.838740234
-0.392783203,0.335302734,9.881850586
-0.40715332,0.330512695,9.853110352
-0.364042969,0.373623047,9.833950195
-0.392783203,0.373623047,9.738149414
-0.426313477,0.364042969,9.795629883
-0.344882813,0.35925293,9.886640625
-0.383203125,0.335302734,9.795629883
-0.411943359,0.340092773,9.905800781
-0.378413086,0.378413086,9.81
-0.40715332,0.392783203,9.905800781
-0.421523438,0.35925293,9.872270508
-0.368833008,0.335302734,9.877060547
-0.435893555,0.368833008,9.953701172
-0.373623047,0.35925293,9.867480469
-0.402363281,0.421523438,9.896220703
-0.378413086,0.364042969,9.838740234
-0.416733398,0.330512695,9.824370117
-0.397573242,0.397573242,9.867480469
-0.411943359,0.373623047,9.924960938
-0.421523438,0.325722656,9.833950195
-0.368833008,0.349672852,9.781259766
-0.373623047,0.320932617,9.819580078
-0.402363281,0.335302734,9.877060547
-0.335302734,0.340092773,9.805209961
-0.402363281,0.330512695,9.86269043
-0.411943359,0.354462891,9.857900391
-0.354462891,0.340092773,9.838740234
-0.416733398,0.364042969,9.819580078
-0.35925293,0.340092773,9.896220703
-0.373623047,0.383203125,9.843530273
-0.40715332,0.330512695,9.86269043
-0.364042969,0.325722656,9.838740234
-0.330512695,0.344882813,9.853110352
-0.402363281,0.349672852,9.838740234
-0.387993164,0.368833008,9.886640625
-0.397573242,0.320932617,9.824370117
-0.368833008,0.373623047,9.848320313
-0.392783203,0.344882813,9.86269043
-0.426313477,0.368833008,9.86269043
-0.373623047,0.340092773,9.886640625
-0.402363281,0.344882813,9.886640625
-0.40715332,0.344882813,9.867480469
-0.368833008,0.364042969,9.829160156
-0.488583984,0.311352539,9.829160156
-0.421523438,0.340092773,9.838740234
-0.368833008,0.354462891,9.814790039
-0.387993164,0.340092773,9.853110352
-0.40715332,0.354462891,9.905800781
-0.378413086,0.35925293,9.939331055
-0.378413086,0.378413086,9.848320313
-0.416733398,0.397573242,9.881850586
-0.383203125,0.340092773,9.853110352
-0.364042969,0.344882813,9.848320313
-0.378413086,0.364042969,9.91059082
-0.416733398,0.335302734,9.814790039
-0.373623047,0.40715332,9.920170898
-0.316142578,0.344882813,9.877060547
-0.378413086,0.35925293,9.881850586
-0.378413086,0.378413086,9.833950195
-0.349672852,0.364042969,9.881850586
-0.431103516,0.354462891,9.872270508
-0.445473633,0.340092773,9.877060547
-0.383203125,0.35925293,9.843530273
-0.364042969,0.311352539,9.771679688
-0.330512695,0.373623047,9.786049805
-0.378413086,0.330512695,10.00160156
-0.421523438,0.35925293,9.695039063
-0.349672852,0.383203125,9.747729492
-0.402363281,0.25387207,9.805209961
-0.426313477,0.330512695,9.824370117
-0.402363281,0.344882813,9.857900391
-0.387993164,0.364042969,9.877060547
-0.368833008,0.416733398,9.843530273
-0.397573242,0.354462891,9.814790039
-0.440683594,0.35925293,9.86269043
-0.421523438,0.301772461,9.915380859
-0.421523438,0.340092773,9.853110352
-0.316142578,0.368833008,9.853110352
-0.402363281,0.354462891,9.872270508
-0.450263672,0.392783203,9.853110352
-0.426313477,0.431103516,9.781259766
-0.402363281,0.340092773,9.886640625
-0.277822266,0.354462891,9.81
-0.402363281,0.311352539,9.843530273
-0.435893555,0.335302734,9.915380859
-0.450263672,0.354462891,9.833950195
-0.40715332,0.320932617,9.843530273
-0.335302734,0.320932617,9.901010742
-0.464633789,0.335302734,9.819580078
-0.426313477,0.3065625,9.848320313
-0.416733398,0.296982422,9.805209961
-0.450263672,0.378413086,9.795629883
-0.440683594,0.383203125,9.843530273
-0.191601563,0.728085938,9.81
-0.364042969,0.05269043,9.86269043
-0.464633789,0.431103516,9.86269043
-0.402363281,0.239501953,9.896220703
-0.402363281,0.268242188,9.901010742
-0.593964844,0.40715332,9.886640625
-0.651445313,0.325722656,9.805209961
-0.45984375,0.421523438,9.781259766
-0.464633789,0.344882813,9.790839844
-0.479003906,0.3065625,9.924960938
0.129331055,0.186811523,9.886640625
-0.296982422,0.35925293,9.781259766
-0.416733398,0.023950195,9.996811523
-0.536484375,0.531694336,9.833950195
-0.651445313,0.177231445,9.838740234
-0.622705078,0.392783203,9.814790039
-0.617915039,0.387993164,9.867480469
-0.445473633,0.263452148,9.857900391
-0.426313477,0.416733398,9.752519531
-0.162861328,0.723295898,9.781259766
0.081430664,0.325722656,9.853110352
-0.469423828,0.704135742,9.771679688
-0.387993164,-0.158071289,9.977651367
-0.627495117,0.627495117,9.747729492
-0.593964844,0.368833008,9.805209961
-0.589174805,0.15328125,9.896220703
-0.574804688,0.411943359,9.896220703
-0.435893555,0.292192383,9.843530273
-0.435893555,0.3065625,9.843530273
-0.344882813,1.22625,9.627978516
0.162861328,0,9.958491211
-0.35925293,0.340092773,9.872270508
-0.411943359,-0.023950195,9.987231445
-0.589174805,0.603544922,9.877060547
-0.574804688,0.268242188,9.872270508
-0.598754883,0.15328125,9.992021484
-0.584384766,0.455053711,9.867480469
-0.445473633,0.196391602,9.843530273
-0.387993164,0.316142578,9.939331055
-0.114960938,0.210761719,9.891430664
0.047900391,0.373623047,9.881850586
-0.316142578,0.249082031,9.86269043
-0.411943359,0.66581543,9.752519531
-0.397573242,0.292192383,9.886640625
-0.608334961,0.182021484,9.833950195
-0.608334961,0.502954102,9.781259766
-0.56043457,0.229921875,9.853110352
-0.40715332,0.421523438,9.877060547
-0.450263672,0.368833008,9.857900391
-0.421523438,0.320932617,9.877060547
-0.134121094,0.258662109,9.86269043
-0.047900391,0.493374023,9.752519531
-0.469423828,0.488583984,9.781259766
-0.435893555,0.249082031,9.853110352
-0.483793945,0.373623047,9.848320313
-0.450263672,0.431103516,9.819580078
-0.450263672,0.301772461,9.86269043
-0.488583984,0.397573242,9.857900391
-0.522114258,0.282612305,9.824370117
-0.493374023,0.340092773,9.771679688
-0.426313477,0.340092773,9.872270508
-0.45984375,0.340092773,9.833950195
-0.431103516,0.364042969,9.891430664
-0.019160156,0.45984375,9.795629883
-0.421523438,0.445473633,9.766889648
-0.445473633,0.522114258,9.857900391
-0.364042969,0.076640625,9.857900391
-0.574804688,0.426313477,9.838740234
-0.550854492,0.239501953,9.857900391
-0.383203125,0.368833008,9.814790039
-0.392783203,0.3065625,9.948911133
-0.440683594,0.330512695,9.905800781
-0.416733398,0.316142578,9.805209961
-0.421523438,0.354462891,9.877060547
-0.095800781,0.364042969,9.848320313
-0.119750977,0.435893555,9.867480469
-0.402363281,0.263452148,9.838740234
-0.35925293,0.354462891,9.891430664
-0.431103516,0.421523438,9.848320313
-0.411943359,0.325722656,9.848320313
-0.40715332,0.387993164,9.872270508
-0.45984375,0.35925293,9.872270508
-0.455053711,0.368833008,9.800419922
-0.493374023,0.340092773,9.872270508
-0.493374023,0.316142578,9.771679688
-0.416733398,0.316142578,9.771679688
-0.402363281,0.340092773,9.86269043
-0.445473633,0.416733398,9.872270508
-0.435893555,0.340092773,9.819580078
-0.402363281,0.340092773,9.814790039
-0.392783203,0.330512695,9.819580078
-0.397573242,0.311352539,9.833950195
-0.435893555,0.316142578,9.872270508
-0.421523438,0.364042969,9.848320313
-0.038320313,0.479003906,9.867480469
-0.445473633,0.488583984,9.824370117
-0.383203125,0.273032227,9.824370117
-0.416733398,0.378413086,9.853110352
-0.488583984,0.344882813,9.877060547
-0.550854492,0.244291992,9.81
-0.502954102,0.392783203,9.857900391
-0.392783203,0.344882813,9.833950195
-0.402363281,0.368833008,9.881850586
-0.397573242,0.325722656,9.86269043
-0.105380859,0.215551758,9.891430664
-0.268242188,0.435893555,9.829160156
-0.364042969,0.201181641,9.872270508
-0.445473633,0.383203125,9.829160156
-0.397573242,0.335302734,9.776469727
-0.421523438,0.316142578,9.81
-0.440683594,0.450263672,9.853110352
-0.455053711,0.402363281,9.618398438
-0.426313477,0.20597168,9.891430664
-0.273032227,0.40715332,9.905800781
-0.20597168,0.3065625,9.853110352
-0.426313477,0.249082031,9.833950195
-0.421523438,0.536484375,9.75730957
-0.411943359,0.105380859,9.96328125
-0.450263672,0.45984375,9.762099609
-0.40715332,0.201181641,9.934541016
-0.435893555,0.368833008,9.747729492
-0.239501953,0.498164063,9.886640625
-0.440683594,0.277822266,9.843530273
-0.421523438,0.426313477,9.81
-0.455053711,0.3065625,9.790839844
-0.373623047,0.3065625,9.786049805
-0.426313477,0.364042969,9.881850586
-0.402363281,0.354462891,9.833950195
-0.20597168,0.411943359,9.819580078
-0.421523438,0.301772461,9.762099609
-0.445473633,0.397573242,9.901010742
-0.416733398,0.392783203,9.872270508
-0.378413086,0.35925293,9.867480469
