Measurement label:,Left,
-0.234711914,0.277822266,9.29746582
-0.138911133,-0.10059082,9.541757813
-0.191601563,0.05269043,9.40284668
-0.220341797,0.086220703,9.172924805
-0.296982422,0.244291992,9.316625977
-0.296982422,0.244291992,9.302255859
-0.25387207,0.383203125,9.354946289
-0.229921875,0.35925293,9.383686523
-0.210761719,0.340092773,9.393266602
-0.234711914,0.316142578,9.40284668
-0.229921875,0.325722656,9.417216797
-0.258662109,0.301772461,9.364526367
-0.268242188,0.287402344,9.445957031
-0.292192383,0.282612305,9.398056641
-0.249082031,0.349672852,9.422006836
-0.287402344,0.373623047,9.354946289
-0.263452148,0.411943359,9.326206055
-0.282612305,0.364042969,9.326206055
-0.258662109,0.268242188,9.383686523
-0.258662109,0.296982422,9.374106445
-0.273032227,0.292192383,9.378896484
-0.229921875,0.325722656,9.441166992
-0.25387207,0.340092773,9.340576172
-0.263452148,0.421523438,9.359736328
-0.249082031,0.354462891,9.307045898
-0.249082031,0.368833008,9.311835938
-0.282612305,0.316142578,9.393266602
-0.268242188,0.387993164,9.330996094
-0.330512695,0.354462891,9.364526367
-0.263452148,0.392783203,9.369316406
-0.191601563,0.387993164,9.330996094
-0.273032227,0.354462891,9.417216797
-0.234711914,0.325722656,9.393266602
-0.244291992,0.335302734,9.374106445
-0.244291992,0.3065625,9.398056641
-0.330512695,0.340092773,9.364526367
-0.3065625,0.373623047,9.407636719
-0.239501953,0.383203125,9.388476563
-0.301772461,0.364042969,9.316625977
-0.292192383,0.325722656,9.330996094
-0.340092773,0.546064453,9.364526367
-0.325722656,0.56043457,9.268725586
-0.249082031,0.445473633,9.412426758
-0.249082031,0.373623047,9.407636719
-0.182021484,0.114960938,8.938212891
-0.182021484,0.023950195,9.527387695
-0.273032227,0.057480469,9.201665039
-0.220341797,0.124541016,9.489067383
-0.196391602,0.277822266,9.383686523
-0.215551758,0.296982422,9.5034375
-0.277822266,0.349672852,9.469907227
-0.225131836,0.392783203,9.465117188
-0.3065625,0.426313477,9.455537109
-0.320932617,0.402363281,9.302255859
-0.244291992,0.373623047,9.407636719
-0.210761719,0.392783203,9.469907227
-0.273032227,0.387993164,9.326206055
-0.239501953,0.330512695,9.278305664
-0.220341797,0.325722656,9.374106445
-0.277822266,0.316142578,9.345366211
-0.301772461,0.316142578,9.287885742
-0.277822266,0.373623047,9.378896484
-0.258662109,0.445473633,9.393266602
-0.25387207,0.368833008,9.321416016
-0.263452148,0.35925293,9.441166992
-0.225131836,0.292192383,9.637558594
-0.215551758,0.320932617,9.469907227
-0.263452148,0.325722656,9.263935547
-0.277822266,0.373623047,9.40284668
-0.225131836,0.311352539,9.445957031
-0.296982422,0.387993164,9.287885742
-0.239501953,0.35925293,9.354946289
-0.215551758,0.3065625,9.455537109
-0.316142578,0.3065625,9.383686523
-0.287402344,0.311352539,9.340576172
-0.186811523,0.378413086,9.412426758
-0.268242188,0.325722656,9.383686523
-0.263452148,0.383203125,9.287885742
-0.282612305,0.354462891,9.321416016
-0.282612305,0.335302734,9.455537109
-0.3065625,0.3065625,9.29746582
-0.268242188,0.349672852,9.412426758
-0.25387207,0.364042969,9.469907227
-0.301772461,0.320932617,9.393266602
-0.25387207,0.335302734,9.330996094
-0.282612305,0.354462891,9.345366211
-0.258662109,0.354462891,9.445957031
-0.268242188,0.287402344,9.393266602
-0.249082031,0.364042969,9.364526367
-0.268242188,0.340092773,9.398056641
-0.292192383,0.373623047,9.35015625
-0.234711914,0.316142578,9.364526367
-0.229921875,0.35925293,9.398056641
-0.249082031,0.325722656,9.445957031
-0.258662109,0.320932617,9.326206055
-0.287402344,0.335302734,9.354946289
-0.273032227,0.349672852,9.383686523
-0.234711914,0.387993164,9.316625977
-0.258662109,0.373623047,9.340576172
-0.273032227,0.416733398,9.364526367
-0.263452148,0.364042969,9.326206055
-0.282612305,0.325722656,9.378896484
-0.273032227,0.335302734,9.340576172
-0.225131836,0.354462891,9.412426758
-0.292192383,0.344882813,9.378896484
-0.249082031,0.330512695,9.307045898
-0.25387207,0.335302734,9.388476563
-0.296982422,0.368833008,9.230405273
-0.292192383,0.368833008,9.369316406
-0.268242188,0.320932617,9.460327148
-0.239501953,0.325722656,9.35015625
-0.263452148,0.335302734,9.335786133
-0.25387207,0.354462891,9.335786133
-0.244291992,0.335302734,9.354946289
-0.287402344,0.368833008,9.330996094
-0.234711914,0.325722656,9.330996094
-0.229921875,0.368833008,9.426796875
-0.244291992,0.340092773,9.321416016
-0.234711914,0.335302734,9.326206055
-0.234711914,0.320932617,9.374106445
-0.249082031,0.35925293,9.378896484
-0.258662109,0.349672852,9.378896484
-0.296982422,0.373623047,9.340576172
-0.273032227,0.335302734,9.374106445
-0.273032227,0.354462891,9.335786133
-0.282612305,0.364042969,9.230405273
-0.210761719,0.325722656,9.335786133
-0.311352539,0.354462891,9.369316406
-0.268242188,0.340092773,9.354946289
-0.292192383,0.35925293,9.369316406
-0.330512695,0.378413086,9.292675781
-0.225131836,0.311352539,9.345366211
-0.277822266,0.354462891,9.465117188
-0.296982422,0.340092773,9.422006836
-0.277822266,0.335302734,9.340576172
-0.229921875,0.335302734,9.374106445
-0.3065625,0.335302734,9.340576172
-0.273032227,0.349672852,9.369316406
-0.229921875,0.335302734,9.345366211
-0.234711914,0.344882813,9.383686523
-0.258662109,0.383203125,9.388476563
-0.282612305,0.373623047,9.345366211
-0.273032227,0.378413086,9.369316406
-0.273032227,0.349672852,9.354946289
-0.277822266,0.335302734,9.398056641
-0.244291992,0.325722656,9.311835938
-0.249082031,0.387993164,9.388476563
-0.282612305,0.316142578,9.354946289
-0.263452148,0.349672852,9.321416016
-0.25387207,0.320932617,9.460327148
-0.282612305,0.35925293,9.330996094
-0.249082031,0.349672852,9.417216797
-0.287402344,0.340092773,9.364526367
-0.196391602,0.330512695,9.40284668
-0.296982422,0.296982422,9.292675781
-0.273032227,0.35925293,9.278305664
-0.210761719,0.368833008,9.369316406
-0.273032227,0.340092773,9.321416016
-0.268242188,0.354462891,9.388476563
-0.263452148,0.335302734,9.330996094
-0.244291992,0.373623047,9.345366211
-0.25387207,0.35925293,9.354946289
-0.25387207,0.35925293,9.407636719
-0.292192383,0.354462891,9.354946289
-0.258662109,0.301772461,9.369316406
-0.249082031,0.301772461,9.426796875
-0.263452148,0.325722656,9.340576172
-0.273032227,0.364042969,9.369316406
-0.258662109,0.349672852,9.393266602
-0.263452148,0.325722656,9.340576172
-0.215551758,0.373623047,9.426796875
-0.277822266,0.292192383,9.40284668
-0.244291992,0.340092773,9.40284668
-0.273032227,0.296982422,9.407636719
-0.292192383,0.3065625,9.412426758
-0.258662109,0.340092773,9.340576172
-0.282612305,0.373623047,9.311835938
-0.263452148,0.277822266,9.35015625
-0.268242188,0.368833008,9.321416016
-0.249082031,0.296982422,9.307045898
-0.244291992,0.368833008,9.364526367
-0.25387207,0.320932617,9.302255859
-0.292192383,0.292192383,9.412426758
-0.229921875,0.397573242,9.335786133
-0.25387207,0.344882813,9.436376953
-0.215551758,0.340092773,9.412426758
-0.258662109,0.335302734,9.354946289
-0.234711914,0.35925293,9.369316406
-0.249082031,0.344882813,9.29746582
-0.249082031,0.335302734,9.40284668
-0.249082031,0.330512695,9.326206055
-0.273032227,0.330512695,9.369316406
-0.273032227,0.354462891,9.398056641
-0.277822266,0.392783203,9.330996094
-0.277822266,0.335302734,9.40284668
-0.282612305,0.349672852,9.359736328
-0.25387207,0.316142578,9.388476563
-0.234711914,0.344882813,9.335786133
-0.273032227,0.368833008,9.455537109
-0.287402344,0.402363281,9.374106445
-0.277822266,0.35925293,9.311835938
-0.220341797,0.383203125,9.321416016
-0.268242188,0.3065625,9.383686523
-0.287402344,0.320932617,9.302255859
-0.263452148,0.292192383,9.374106445
-0.287402344,0.325722656,9.35015625
-0.258662109,0.325722656,9.340576172
-0.268242188,0.354462891,9.335786133
-0.234711914,0.364042969,9.398056641
-0.249082031,0.354462891,9.340576172
-0.268242188,0.330512695,9.364526367
-0.263452148,0.397573242,9.393266602
-0.292192383,0.320932617,9.321416016
-0.268242188,0.373623047,9.326206055
-0.296982422,0.344882813,9.364526367
-0.282612305,0.397573242,9.335786133
-0.220341797,0.354462891,9.407636719
-0.287402344,0.349672852,9.316625977
-0.273032227,0.344882813,9.359736328
-0.263452148,0.3065625,9.374106445
-0.287402344,0.320932617,9.378896484
-0.311352539,0.311352539,9.393266602
-0.25387207,0.287402344,9.354946289
-0.282612305,0.378413086,9.388476563
-0.268242188,0.335302734,9.326206055
-0.277822266,0.397573242,9.345366211
-0.225131836,0.349672852,9.40284668
-0.282612305,0.287402344,9.364526367
-0.316142578,0.301772461,9.307045898
-0.273032227,0.373623047,9.393266602
-0.234711914,0.349672852,9.412426758
-0.244291992,0.330512695,9.374106445
-0.277822266,0.354462891,9.35015625
-0.244291992,0.373623047,9.330996094
-0.287402344,0.320932617,9.369316406
-0.335302734,0.354462891,9.374106445
-0.277822266,0.320932617,9.388476563
-0.258662109,0.287402344,9.345366211
-0.282612305,0.335302734,9.35015625
-0.249082031,0.378413086,9.388476563
-0.268242188,0.344882813,9.364526367
-0.316142578,0.335302734,9.311835938
-0.296982422,0.349672852,9.378896484
-0.273032227,0.349672852,9.474697266
-0.258662109,0.387993164,9.359736328
-0.282612305,0.330512695,9.431586914
-0.234711914,0.354462891,9.254355469
-0.25387207,0.335302734,9.345366211
-0.311352539,0.301772461,9.364526367
-0.273032227,0.296982422,9.40284668
-0.292192383,0.344882813,9.340576172
-0.268242188,0.335302734,9.345366211
-0.25387207,0.335302734,9.393266602
-0.292192383,0.320932617,9.330996094
-0.263452148,0.354462891,9.417216797
-0.268242188,0.349672852,9.431586914
-0.25387207,0.368833008,9.316625977
-0.277822266,0.320932617,9.335786133
-0.229921875,0.344882813,9.417216797
-0.25387207,0.364042969,9.436376953
-0.273032227,0.344882813,9.340576172
-0.320932617,0.354462891,9.374106445
-0.273032227,0.349672852,9.311835938
-0.229921875,0.340092773,9.340576172
-0.263452148,0.364042969,9.307045898
-0.268242188,0.340092773,9.407636719
-0.263452148,0.320932617,9.426796875
-0.287402344,0.364042969,9.398056641
-0.282612305,0.316142578,9.307045898
-0.287402344,0.364042969,9.378896484
-0.25387207,0.320932617,9.417216797
-0.234711914,0.301772461,9.335786133
-0.25387207,0.325722656,9.354946289
-0.268242188,0.344882813,9.412426758
-0.239501953,0.373623047,9.364526367
-0.287402344,0.282612305,9.316625977
-0.244291992,0.378413086,9.378896484
-0.287402344,0.368833008,9.340576172
-0.234711914,0.320932617,9.407636719
-0.201181641,0.273032227,9.374106445
-0.258662109,0.373623047,9.307045898
-0.263452148,0.368833008,9.345366211
-0.292192383,0.311352539,9.436376953
-0.229921875,0.344882813,9.364526367
-0.258662109,0.301772461,9.316625977
-0.263452148,0.364042969,9.316625977
-0.25387207,0.383203125,9.426796875
-0.296982422,0.3065625,9.340576172
-0.268242188,0.344882813,9.393266602
-0.287402344,0.349672852,9.388476563
-0.263452148,0.330512695,9.321416016
-0.296982422,0.378413086,9.335786133
-0.282612305,0.3065625,9.345366211
-0.234711914,0.325722656,9.422006836
-0.268242188,0.349672852,9.354946289
-0.268242188,0.354462891,9.369316406
-0.282612305,0.316142578,9.330996094
-0.268242188,0.354462891,9.393266602
-0.225131836,0.325722656,9.364526367
-0.263452148,0.340092773,9.354946289
-0.301772461,0.387993164,9.383686523
-0.282612305,0.354462891,9.378896484
-0.234711914,0.330512695,9.426796875
-0.25387207,0.344882813,9.359736328
-0.273032227,0.364042969,9.436376953
-0.249082031,0.344882813,9.283095703
-0.229921875,0.35925293,9.364526367
-0.277822266,0.316142578,9.369316406
-0.301772461,0.383203125,9.383686523
-0.344882813,0.378413086,9.311835938
-0.263452148,0.373623047,9.378896484
-0.320932617,0.35925293,9.330996094
-0.229921875,0.35925293,9.335786133
-0.277822266,0.349672852,9.388476563
-0.287402344,0.330512695,9.398056641
-0.301772461,0.344882813,9.374106445
-0.268242188,0.330512695,9.369316406
-0.268242188,0.340092773,9.369316406
-0.268242188,0.373623047,9.378896484
-0.287402344,0.35925293,9.417216797
-0.287402344,0.344882813,9.326206055
-0.25387207,0.364042969,9.374106445
-0.25387207,0.354462891,9.383686523
-0.282612305,0.330512695,9.364526367
-0.282612305,0.364042969,9.364526367
-0.273032227,0.268242188,9.398056641
-0.296982422,0.340092773,9.398056641
-0.258662109,0.373623047,9.345366211
-0.229921875,0.368833008,9.378896484
-0.244291992,0.383203125,9.35015625
-0.244291992,0.387993164,9.292675781
-0.282612305,0.3065625,9.321416016
-0.215551758,0.387993164,9.359736328
-0.234711914,0.316142578,9.407636719
-0.311352539,0.344882813,9.340576172
-0.268242188,0.301772461,9.378896484
-0.258662109,0.292192383,9.426796875
-0.25387207,0.320932617,9.263935547
-0.292192383,0.35925293,9.369316406
-0.277822266,0.40715332,9.388476563
-0.263452148,0.296982422,9.311835938
-0.277822266,0.35925293,9.422006836
-0.239501953,0.349672852,9.364526367
-0.277822266,0.340092773,9.321416016
-0.282612305,0.311352539,9.335786133
-0.287402344,0.354462891,9.278305664
-0.268242188,0.35925293,9.321416016
-0.3065625,0.330512695,9.45074707
-0.287402344,0.35925293,9.330996094
-0.225131836,0.3065625,9.393266602
-0.25387207,0.325722656,9.283095703
-0.311352539,0.354462891,9.412426758
-0.292192383,0.330512695,9.378896484
-0.258662109,0.35925293,9.40284668
-0.292192383,0.340092773,9.398056641
-0.292192383,0.311352539,9.340576172
-0.25387207,0.325722656,9.393266602
-0.3065625,0.373623047,9.278305664
-0.229921875,0.35925293,9.479487305
-0.263452148,0.35925293,9.398056641
-0.296982422,0.316142578,9.393266602
-0.258662109,0.373623047,9.354946289
-0.234711914,0.35925293,9.398056641
-0.220341797,0.330512695,9.378896484
-0.263452148,0.354462891,9.29746582
-0.316142578,0.349672852,9.354946289
-0.296982422,0.316142578,9.364526367
-0.258662109,0.320932617,9.302255859
-0.268242188,0.340092773,9.398056641
-0.282612305,0.392783203,9.311835938
-0.258662109,0.3065625,9.378896484
-0.296982422,0.311352539,9.307045898
-0.263452148,0.273032227,9.35015625
-0.273032227,0.35925293,9.422006836
-0.282612305,0.387993164,9.393266602
-0.282612305,0.330512695,9.388476563
-0.25387207,0.397573242,9.335786133
-0.239501953,0.340092773,9.383686523
-0.249082031,0.330512695,9.369316406
-0.277822266,0.344882813,9.359736328
-0.301772461,0.344882813,9.354946289
-0.229921875,0.373623047,9.407636719
-0.263452148,0.35925293,9.321416016
-0.292192383,0.402363281,9.426796875
-0.268242188,0.301772461,9.383686523
-0.320932617,0.344882813,9.441166992
-0.316142578,0.340092773,9.383686523
-0.287402344,0.330512695,9.412426758
-0.263452148,0.3065625,9.263935547
-0.282612305,0.416733398,9.369316406
-0.244291992,0.349672852,9.340576172
-0.258662109,0.335302734,9.398056641
-0.320932617,0.378413086,9.383686523
-0.263452148,0.354462891,9.398056641
-0.296982422,0.340092773,9.393266602
-0.263452148,0.340092773,9.311835938
-0.263452148,0.364042969,9.340576172
-0.287402344,0.340092773,9.302255859
-0.277822266,0.325722656,9.268725586
-0.172441406,0.316142578,9.426796875
-0.234711914,0.335302734,9.283095703
-0.301772461,0.364042969,9.283095703
-0.25387207,0.340092773,9.383686523
-0.277822266,0.330512695,9.283095703
-0.249082031,0.335302734,9.369316406
-0.3065625,0.368833008,9.422006836
-0.296982422,0.35925293,9.345366211
-0.263452148,0.349672852,9.359736328
-0.273032227,0.301772461,9.311835938
-0.292192383,0.354462891,9.307045898
-0.25387207,0.373623047,9.345366211
-0.296982422,0.349672852,9.388476563
-0.268242188,0.373623047,9.445957031
-0.220341797,0.35925293,9.412426758
-0.282612305,0.368833008,9.316625977
-0.215551758,0.368833008,9.388476563
-0.225131836,0.340092773,9.345366211
-0.220341797,0.349672852,9.263935547
-0.268242188,0.325722656,9.398056641
-0.296982422,0.364042969,9.374106445
-0.316142578,0.311352539,9.45074707
-0.249082031,0.368833008,9.40284668
-0.263452148,0.373623047,9.345366211
